Vehicle_ID,Vehicle_Type,Vehicle_Age,Mileage,Engine_Temp,RPM,Oil_Pressure,Fuel_Consumption,Battery_Voltage,Brake_Pressure,Tire_Pressure,Tire_Condition,Vibration_Level,Last_Service_Months,Accident_History,Health_Score,KM_Range_Before_Defect
V02461,Sedan,6,37371,92,2270,37,16.5,12.31,39,55,Moderate,High,10,Yes,70,"50,001–80,000"
V02462,Sedan,13,76614,90,2663,44,19.4,12.98,38,33,Critical,Low,2,No,70,"50,001–80,000"
V02463,SUV,2,99832,101,2823,46,9.6,11.02,38,105,Good,Low,4,No,80,"80,001+"
V02464,Sedan,3,124614,98,1717,45,8.9,11.21,39,92,Worn,Low,7,No,100,"80,001+"
V02465,Truck,2,110545,91,1703,34,14.7,11.86,41,106,Critical,Low,1,No,80,"80,001+"
V02466,SUV,12,17328,108,1761,30,18.3,11.44,45,86,Good,High,6,No,50,"25,001–50,000"
V02467,Truck,10,123391,85,1542,35,14.1,11.09,42,60,Moderate,High,10,No,70,"50,001–80,000"
V02468,Truck,12,31943,109,2376,41,15.9,11.73,40,38,Good,Low,1,Yes,70,"50,001–80,000"
V02469,Hatchback,1,146470,97,2500,48,8.8,12.13,33,63,Critical,Medium,10,Yes,70,"50,001–80,000"
V02470,Sedan,12,32545,91,1661,22,19.4,12.21,32,37,Moderate,High,2,Yes,50,"25,001–50,000"
V02471,Sedan,11,128710,95,2555,38,15.0,12.13,42,107,Worn,Low,9,Yes,80,"80,001+"
V02472,Sedan,2,50952,101,2965,43,7.3,11.9,32,60,Worn,Medium,4,Yes,80,"80,001+"
V02473,Sedan,13,77375,98,2955,43,9.2,12.2,38,98,Critical,Medium,3,Yes,70,"50,001–80,000"
V02474,Hatchback,10,121820,98,1812,23,19.8,12.71,41,77,Critical,High,6,No,40,"25,001–50,000"
V02475,Truck,3,121348,94,2202,40,5.7,12.32,38,39,Critical,Low,9,No,70,"50,001–80,000"
V02476,Sedan,12,119310,110,2150,28,18.7,12.42,30,102,Critical,Low,4,Yes,30,"10,001–25,000"
V02477,Sedan,7,139926,103,1592,42,19.9,12.86,30,82,Critical,Medium,6,No,60,"50,001–80,000"
V02478,Sedan,11,189348,96,2379,25,6.2,11.49,41,66,Moderate,High,5,No,50,"25,001–50,000"
V02479,SUV,7,94536,97,1574,37,14.8,11.99,41,36,Critical,Medium,6,Yes,80,"80,001+"
V02480,Sedan,7,172328,92,1702,28,6.3,12.73,41,41,Moderate,Medium,10,No,70,"50,001–80,000"
V02481,SUV,11,121297,102,1781,44,15.5,12.74,42,48,Moderate,Low,4,Yes,70,"50,001–80,000"
V02482,Sedan,2,133333,86,2800,44,9.1,12.7,44,92,Worn,Low,1,Yes,100,"80,001+"
V02483,Sedan,12,170019,110,2618,48,5.8,11.43,40,35,Moderate,High,5,No,50,"25,001–50,000"
V02484,Hatchback,8,167151,95,1935,44,14.2,11.39,32,33,Moderate,High,7,No,80,"80,001+"
V02485,Hatchback,7,44401,95,2237,25,8.2,12.18,36,36,Worn,Low,1,Yes,80,"80,001+"
V02486,SUV,13,36962,109,2739,50,9.3,12.0,30,81,Moderate,High,12,Yes,40,"25,001–50,000"
V02487,Truck,1,23489,95,1523,49,7.9,11.37,37,86,Critical,Medium,3,No,80,"80,001+"
V02488,Truck,9,95299,106,1769,34,8.9,11.74,33,106,Worn,High,7,Yes,60,"50,001–80,000"
V02489,Sedan,14,20071,100,2653,46,18.1,11.35,38,36,Worn,Low,7,No,90,"80,001+"
V02490,Sedan,9,75535,105,1595,27,5.1,11.47,30,34,Critical,High,10,No,10,"0–10,000"
V02491,SUV,5,118513,89,1873,20,7.3,11.22,41,34,Critical,Medium,3,Yes,60,"50,001–80,000"
V02492,SUV,4,152576,88,1717,22,16.3,11.16,32,40,Critical,Low,2,Yes,60,"50,001–80,000"
V02493,Hatchback,7,47219,102,2237,42,16.8,11.69,41,63,Worn,High,10,Yes,50,"25,001–50,000"
V02494,Sedan,14,115362,105,1727,49,16.3,12.39,32,75,Moderate,Medium,5,No,70,"50,001–80,000"
V02495,SUV,6,27583,90,1695,32,14.8,12.33,41,39,Critical,High,3,No,60,"50,001–80,000"
V02496,Hatchback,9,26737,85,2745,33,7.7,11.3,41,69,Good,Low,5,Yes,100,"80,001+"
V02497,Truck,4,195780,93,2565,24,17.7,11.95,38,93,Worn,Medium,7,Yes,80,"80,001+"
V02498,Sedan,13,77781,90,1785,24,7.0,12.27,36,59,Moderate,High,8,Yes,50,"25,001–50,000"
V02499,Hatchback,15,163543,94,2986,37,10.7,12.26,35,94,Moderate,Medium,12,Yes,80,"80,001+"
V02500,Sedan,5,192803,87,2306,50,14.9,12.65,30,44,Worn,Medium,11,Yes,90,"80,001+"
V02501,Truck,8,81613,103,2192,27,14.5,12.23,31,104,Worn,Low,12,No,50,"25,001–50,000"
V02502,SUV,6,45807,90,2093,21,19.2,12.82,33,63,Worn,High,4,Yes,60,"50,001–80,000"
V02503,Truck,14,56699,105,2918,39,18.2,12.8,40,47,Critical,High,2,No,30,"10,001–25,000"
V02504,Hatchback,3,14361,85,2092,24,13.5,12.96,30,40,Critical,Low,3,Yes,60,"50,001–80,000"
V02505,Hatchback,4,79816,86,1640,42,14.9,12.58,30,75,Worn,Low,12,Yes,90,"80,001+"
V02506,Sedan,13,153174,98,2283,32,15.3,11.91,38,66,Good,Low,4,No,90,"80,001+"
V02507,Sedan,14,195370,96,2011,27,7.2,12.16,43,105,Worn,High,1,Yes,50,"25,001–50,000"
V02508,Hatchback,7,106180,91,2528,36,7.7,12.77,40,97,Moderate,Low,11,No,90,"80,001+"
V02509,Truck,3,122081,88,1625,21,6.0,11.21,31,79,Moderate,Low,9,No,70,"50,001–80,000"
V02510,Truck,3,87278,89,2099,25,13.1,12.89,43,96,Moderate,Medium,7,Yes,80,"80,001+"
V02511,Truck,11,21470,106,2885,43,6.4,12.46,32,102,Worn,Low,12,No,60,"50,001–80,000"
V02512,Truck,9,31765,105,2627,30,17.7,12.48,39,88,Worn,Low,7,No,80,"80,001+"
V02513,Sedan,13,182954,110,2100,33,12.6,11.31,40,35,Moderate,Medium,11,No,60,"50,001–80,000"
V02514,Sedan,12,109865,93,2266,34,18.4,11.53,31,103,Moderate,High,5,Yes,70,"50,001–80,000"
V02515,Hatchback,9,128354,85,2846,33,8.2,12.34,33,30,Critical,High,1,Yes,60,"50,001–80,000"
V02516,Sedan,8,118311,92,1796,27,11.3,11.35,45,105,Worn,Medium,6,Yes,80,"80,001+"
V02517,Sedan,11,98752,100,1813,23,12.1,11.12,31,66,Critical,Low,4,Yes,50,"25,001–50,000"
V02518,SUV,14,8817,95,1574,44,18.3,12.69,31,31,Moderate,Medium,8,Yes,90,"80,001+"
V02519,Sedan,12,12801,105,2177,35,9.9,11.36,40,50,Good,Medium,9,Yes,60,"50,001–80,000"
V02520,Sedan,15,193382,96,2113,41,18.9,11.01,34,93,Good,High,8,No,70,"50,001–80,000"
V02521,Truck,10,179330,86,2442,22,9.2,12.31,33,90,Moderate,Low,7,No,80,"80,001+"
V02522,Hatchback,5,101445,103,1874,21,5.6,11.71,37,97,Good,Medium,5,Yes,60,"50,001–80,000"
V02523,Hatchback,5,122935,101,2384,40,15.2,11.01,34,42,Critical,Medium,5,Yes,60,"50,001–80,000"
V02524,Truck,7,93888,86,1820,42,7.9,11.93,45,89,Moderate,High,4,Yes,80,"80,001+"
V02525,Hatchback,6,46038,100,2896,26,17.5,12.4,32,61,Critical,Medium,3,Yes,60,"50,001–80,000"
V02526,Sedan,5,23778,101,2789,38,15.7,11.96,34,32,Moderate,Low,9,No,70,"50,001–80,000"
V02527,Hatchback,9,186984,85,2069,26,5.9,11.82,34,34,Worn,Medium,7,No,80,"80,001+"
V02528,Sedan,6,154203,99,1952,23,10.7,12.13,35,49,Good,Medium,5,Yes,80,"80,001+"
V02529,Truck,4,108963,87,2344,26,7.8,11.28,45,43,Critical,Medium,7,No,60,"50,001–80,000"
V02530,SUV,10,174659,99,2810,32,6.6,11.94,37,95,Worn,Medium,4,Yes,100,"80,001+"
V02531,Hatchback,8,168292,89,1959,23,11.1,11.6,35,55,Moderate,Medium,2,Yes,80,"80,001+"
V02532,Hatchback,14,11128,91,1891,33,10.8,12.64,42,68,Good,Medium,11,No,80,"80,001+"
V02533,Sedan,2,5530,110,2883,36,16.4,12.18,37,96,Critical,Low,12,No,50,"25,001–50,000"
V02534,SUV,14,19793,88,2143,31,18.8,12.82,43,59,Good,Low,1,No,90,"80,001+"
V02535,SUV,4,164422,96,1975,43,12.6,12.01,32,98,Worn,High,11,No,70,"50,001–80,000"
V02536,SUV,8,129714,108,1683,43,14.2,12.58,41,104,Good,Medium,1,Yes,80,"80,001+"
V02537,SUV,14,90890,110,2885,43,15.2,12.31,44,36,Good,High,8,No,50,"25,001–50,000"
V02538,Hatchback,4,42083,103,2797,30,7.7,11.34,40,81,Moderate,High,11,No,50,"25,001–50,000"
V02539,Hatchback,8,47626,98,2492,42,7.5,12.12,40,49,Worn,High,11,Yes,70,"50,001–80,000"
V02540,SUV,7,59385,107,2564,20,13.8,12.07,44,41,Good,Medium,5,Yes,60,"50,001–80,000"
V02541,Hatchback,3,161910,90,1858,29,12.7,11.36,32,71,Worn,Medium,6,Yes,80,"80,001+"
V02542,SUV,6,146501,92,2847,25,15.4,11.67,39,36,Worn,High,4,No,60,"50,001–80,000"
V02543,Truck,14,50458,91,2252,27,16.3,12.98,39,60,Critical,High,8,Yes,30,"10,001–25,000"
V02544,Sedan,6,67257,103,2554,33,10.8,11.11,42,30,Critical,Medium,11,Yes,50,"25,001–50,000"
V02545,Truck,13,25594,88,1905,26,13.2,12.13,34,59,Good,Medium,12,Yes,60,"50,001–80,000"
V02546,Sedan,4,75652,85,2219,36,10.8,12.47,30,46,Worn,High,11,No,70,"50,001–80,000"
V02547,Truck,14,45168,90,2908,50,17.1,12.19,38,104,Good,High,8,No,70,"50,001–80,000"
V02548,Truck,2,110389,103,2013,34,9.8,11.65,31,82,Critical,High,11,Yes,30,"10,001–25,000"
V02549,Hatchback,1,170414,105,2435,41,7.5,12.95,34,51,Critical,Low,5,No,60,"50,001–80,000"
V02550,SUV,9,116096,101,1727,20,10.0,11.64,38,96,Worn,High,11,Yes,30,"10,001–25,000"
V02551,Truck,5,55556,101,1621,37,13.3,12.17,33,71,Good,High,10,No,50,"25,001–50,000"
V02552,Truck,15,112653,103,1530,32,17.3,12.82,33,99,Critical,Low,12,Yes,40,"25,001–50,000"
V02553,Hatchback,12,44842,95,1501,27,10.6,11.63,38,57,Moderate,Medium,9,Yes,60,"50,001–80,000"
V02554,Hatchback,8,5615,107,2990,34,5.5,11.05,45,74,Worn,High,1,No,60,"50,001–80,000"
V02555,Sedan,10,147119,93,2929,48,11.1,12.65,44,36,Critical,Low,3,Yes,80,"80,001+"
V02556,SUV,7,46321,88,1762,25,19.1,12.11,42,85,Worn,Medium,11,No,70,"50,001–80,000"
V02557,Hatchback,6,152112,99,1633,35,14.3,11.7,43,30,Worn,High,11,No,70,"50,001–80,000"
V02558,Sedan,4,80647,91,1715,23,15.9,11.01,38,32,Good,Medium,4,No,80,"80,001+"
V02559,SUV,2,138229,99,1596,27,19.1,11.74,30,90,Good,High,1,Yes,60,"50,001–80,000"
V02560,Truck,6,131131,102,2216,37,19.2,11.48,42,99,Good,High,5,Yes,60,"50,001–80,000"
V02561,Truck,14,17787,108,1668,44,5.4,11.86,30,105,Critical,Low,9,Yes,40,"25,001–50,000"
V02562,Sedan,15,191919,88,2785,41,5.1,12.07,34,31,Critical,Medium,8,Yes,70,"50,001–80,000"
V02563,Hatchback,9,12576,89,2432,24,17.6,11.16,35,60,Good,High,9,No,50,"25,001–50,000"
V02564,Truck,9,166918,88,2886,22,8.4,11.66,38,99,Worn,High,2,No,60,"50,001–80,000"
V02565,Truck,15,127441,99,2835,38,18.7,12.22,45,57,Critical,High,3,Yes,50,"25,001–50,000"
V02566,Truck,4,32524,95,2321,37,11.9,11.05,31,67,Worn,Medium,3,Yes,100,"80,001+"
V02567,Hatchback,14,134523,109,2764,40,18.3,12.75,34,59,Worn,Low,1,No,70,"50,001–80,000"
V02568,Sedan,15,37570,108,2153,46,19.7,11.7,32,80,Critical,Medium,8,No,50,"25,001–50,000"
V02569,Truck,8,99379,101,2716,23,12.7,11.86,39,79,Moderate,High,5,No,40,"25,001–50,000"
V02570,Sedan,8,7367,96,1930,48,19.5,12.22,34,103,Worn,Low,8,Yes,100,"80,001+"
V02571,SUV,8,169941,89,1997,39,16.8,12.2,45,82,Good,High,4,No,80,"80,001+"
V02572,Sedan,12,74546,100,2347,42,18.7,12.94,41,81,Good,Medium,11,Yes,80,"80,001+"
V02573,Truck,3,16948,105,2501,27,13.0,12.95,34,74,Worn,Low,5,Yes,60,"50,001–80,000"
V02574,SUV,10,132863,104,2233,45,14.5,11.75,31,110,Critical,Medium,9,Yes,50,"25,001–50,000"
V02575,SUV,3,20374,88,2795,47,18.0,12.33,39,64,Worn,High,11,Yes,70,"50,001–80,000"
V02576,Sedan,15,25356,108,2630,35,12.9,11.53,39,73,Good,Medium,5,No,70,"50,001–80,000"
V02577,Sedan,3,183223,109,1642,23,11.8,12.38,43,107,Worn,Medium,8,Yes,60,"50,001–80,000"
V02578,Sedan,10,142916,93,2747,41,12.7,11.68,33,98,Moderate,Low,12,Yes,90,"80,001+"
V02579,Truck,1,58202,101,2864,44,14.0,11.95,38,85,Worn,Medium,1,Yes,80,"80,001+"
V02580,Hatchback,2,46852,103,2419,29,19.1,12.35,37,35,Moderate,High,10,No,30,"10,001–25,000"
V02581,Sedan,6,88177,103,2086,40,16.1,11.76,39,94,Moderate,Medium,12,No,70,"50,001–80,000"
V02582,Sedan,9,161994,93,2989,45,8.6,12.29,35,47,Moderate,Low,7,Yes,100,"80,001+"
V02583,Hatchback,9,21413,109,1587,47,19.8,11.34,36,94,Critical,Medium,11,Yes,50,"25,001–50,000"
V02584,Truck,3,55938,100,2554,25,19.3,11.11,45,72,Good,Low,8,Yes,80,"80,001+"
V02585,Sedan,1,183888,91,1782,20,18.7,12.27,44,46,Moderate,High,4,No,60,"50,001–80,000"
V02586,Hatchback,6,48188,88,2816,28,10.1,11.33,33,56,Moderate,Low,7,No,80,"80,001+"
V02587,Sedan,5,25790,101,2141,21,19.2,11.6,35,36,Moderate,Medium,11,No,50,"25,001–50,000"
V02588,SUV,6,5993,99,1666,47,14.7,11.96,39,84,Good,Medium,3,Yes,100,"80,001+"
V02589,Sedan,1,109449,92,2974,35,13.4,11.43,31,61,Worn,High,3,Yes,80,"80,001+"
V02590,Hatchback,2,118999,91,2495,24,18.9,12.69,39,52,Critical,Low,2,Yes,60,"50,001–80,000"
V02591,Truck,3,121482,102,2526,30,18.0,12.6,45,99,Moderate,Low,8,Yes,80,"80,001+"
V02592,Hatchback,12,109708,93,2625,34,5.4,11.46,44,81,Moderate,High,5,No,70,"50,001–80,000"
V02593,Sedan,7,182409,110,2792,46,18.7,11.91,35,94,Critical,Medium,3,Yes,60,"50,001–80,000"
V02594,SUV,1,31734,105,2294,40,10.7,11.48,39,78,Critical,Low,8,No,60,"50,001–80,000"
V02595,Sedan,4,131145,100,2015,26,17.3,11.4,45,106,Critical,Medium,3,Yes,60,"50,001–80,000"
V02596,Truck,6,111480,96,1908,40,15.9,13.0,30,85,Moderate,Low,5,No,100,"80,001+"
V02597,Sedan,4,114883,90,2156,25,9.2,11.4,33,84,Worn,High,9,No,50,"25,001–50,000"
V02598,Sedan,12,97485,102,2190,45,10.6,11.05,35,33,Good,Low,7,No,70,"50,001–80,000"
V02599,Hatchback,11,19174,85,1744,30,6.9,11.18,41,31,Worn,Low,8,No,90,"80,001+"
V02600,Sedan,11,42909,109,1803,29,16.7,12.21,34,93,Moderate,Low,12,Yes,40,"25,001–50,000"
V02601,Truck,12,17624,89,2988,48,5.7,12.55,41,55,Moderate,Medium,9,Yes,80,"80,001+"
V02602,Hatchback,12,162129,109,1949,45,6.1,12.91,30,79,Worn,Low,4,Yes,70,"50,001–80,000"
V02603,Truck,9,180773,87,2679,33,17.7,11.94,41,55,Moderate,Medium,5,No,100,"80,001+"
V02604,Truck,5,170417,106,2520,38,6.6,12.76,41,108,Worn,Medium,11,No,70,"50,001–80,000"
V02605,SUV,14,181032,102,1541,26,14.9,12.96,30,96,Worn,High,12,No,20,"10,001–25,000"
V02606,Hatchback,4,31096,103,1608,48,13.0,12.03,40,78,Worn,Low,11,No,70,"50,001–80,000"
V02607,SUV,10,88417,93,2090,34,8.2,11.41,30,102,Worn,High,12,No,70,"50,001–80,000"
V02608,Hatchback,5,109264,85,1662,25,5.7,12.69,44,104,Good,Low,6,Yes,80,"80,001+"
V02609,Sedan,14,105783,85,2955,36,7.1,12.46,33,57,Critical,Low,10,Yes,60,"50,001–80,000"
V02610,Sedan,12,116105,88,2010,23,9.3,12.05,44,107,Moderate,Medium,5,No,70,"50,001–80,000"
V02611,SUV,14,55075,86,2695,30,14.5,12.76,38,89,Good,High,9,Yes,60,"50,001–80,000"
V02612,Hatchback,12,108294,89,2043,37,9.5,11.44,37,101,Critical,Medium,3,Yes,70,"50,001–80,000"
V02613,SUV,3,25347,92,2951,40,16.6,11.85,43,108,Moderate,Low,3,Yes,100,"80,001+"
V02614,Truck,11,87893,101,2830,28,9.2,12.84,42,109,Worn,Low,4,No,50,"25,001–50,000"
V02615,Sedan,8,44228,91,1630,48,6.8,12.85,39,103,Moderate,Low,2,No,100,"80,001+"
V02616,Sedan,12,55722,85,1564,28,19.0,12.33,42,35,Good,High,7,Yes,50,"25,001–50,000"
V02617,Sedan,6,45407,110,2420,39,9.5,11.64,39,74,Moderate,Low,1,Yes,80,"80,001+"
V02618,SUV,10,189107,110,2070,20,8.2,11.92,40,44,Critical,Low,1,No,40,"25,001–50,000"
V02619,Sedan,15,130389,96,1575,28,7.9,11.68,38,81,Worn,Medium,6,No,70,"50,001–80,000"
V02620,Truck,9,33491,90,1941,27,19.9,12.2,40,75,Critical,High,1,Yes,40,"25,001–50,000"
V02621,SUV,11,138889,95,2949,43,18.6,12.31,44,37,Worn,High,6,Yes,70,"50,001–80,000"
V02622,Hatchback,15,154542,106,2483,38,7.8,12.22,31,62,Worn,Medium,5,Yes,70,"50,001–80,000"
V02623,Sedan,13,20858,90,2972,21,6.3,11.4,42,107,Good,Medium,11,Yes,60,"50,001–80,000"
V02624,Sedan,4,20305,94,1934,41,8.6,12.19,40,104,Good,Low,1,Yes,100,"80,001+"
V02625,SUV,14,78500,100,2865,27,17.8,12.47,45,63,Critical,Medium,4,No,50,"25,001–50,000"
V02626,Truck,2,73739,110,2980,23,16.2,11.87,42,30,Moderate,Low,6,Yes,60,"50,001–80,000"
V02627,Sedan,8,54527,94,1934,29,9.2,11.74,45,57,Critical,Low,11,Yes,50,"25,001–50,000"
V02628,Hatchback,14,116802,106,1840,39,19.8,11.53,37,106,Moderate,Low,11,No,60,"50,001–80,000"
V02629,Truck,14,147013,105,1618,31,14.4,12.13,34,89,Moderate,Medium,7,Yes,70,"50,001–80,000"
V02630,Truck,4,78850,92,2988,24,18.2,11.46,32,90,Moderate,Medium,12,No,70,"50,001–80,000"
V02631,Hatchback,1,67267,102,2436,25,8.9,12.02,32,76,Moderate,Low,6,Yes,60,"50,001–80,000"
V02632,Sedan,2,20559,105,2411,22,13.8,12.24,32,37,Moderate,Medium,11,No,50,"25,001–50,000"
V02633,Hatchback,5,93822,85,2072,37,19.7,12.17,30,47,Critical,Medium,1,Yes,80,"80,001+"
V02634,Sedan,7,134503,96,2458,29,14.3,12.22,32,52,Worn,Medium,11,No,70,"50,001–80,000"
V02635,Truck,8,88152,97,2138,23,17.6,12.44,30,100,Critical,Medium,11,Yes,50,"25,001–50,000"
V02636,Hatchback,8,131717,110,2898,47,16.8,11.12,34,55,Critical,Low,9,No,50,"25,001–50,000"
V02637,Truck,4,44581,99,2033,22,19.6,11.23,45,33,Good,High,8,No,60,"50,001–80,000"
V02638,Hatchback,12,146408,98,2796,34,14.9,12.22,32,45,Critical,High,10,Yes,40,"25,001–50,000"
V02639,Sedan,13,175556,88,2705,27,15.4,12.58,31,103,Moderate,Low,10,No,60,"50,001–80,000"
V02640,Sedan,14,23557,91,2604,31,9.1,11.14,33,81,Good,Low,3,No,90,"80,001+"
V02641,Sedan,4,162066,102,2416,47,17.4,12.95,42,93,Moderate,Medium,4,No,80,"80,001+"
V02642,SUV,15,148654,107,1529,24,17.0,11.39,38,100,Critical,High,11,No,0,"0–10,000"
V02643,Truck,3,186130,89,2925,32,15.3,11.96,42,50,Moderate,Low,5,No,100,"80,001+"
V02644,Truck,12,23322,106,2688,21,15.8,12.05,41,34,Good,Low,8,Yes,50,"25,001–50,000"
V02645,Sedan,11,173240,100,2092,38,6.8,11.39,35,100,Moderate,Medium,4,No,90,"80,001+"
V02646,Sedan,3,60040,105,1771,22,6.0,11.09,44,96,Critical,High,12,Yes,10,"0–10,000"
V02647,SUV,14,118816,95,2512,20,18.2,11.91,41,69,Moderate,High,10,No,40,"25,001–50,000"
V02648,Hatchback,4,165246,99,1890,40,9.2,12.48,37,46,Critical,Low,1,No,80,"80,001+"
V02649,Truck,11,80717,108,1870,27,19.6,11.71,37,50,Good,Low,9,Yes,40,"25,001–50,000"
V02650,SUV,4,73743,100,2692,30,16.7,11.24,36,47,Good,High,3,Yes,80,"80,001+"
V02651,Hatchback,13,51002,86,1953,23,17.5,11.23,43,71,Moderate,Medium,4,No,70,"50,001–80,000"
V02652,Truck,1,93815,108,2019,38,17.9,11.9,36,30,Critical,Low,1,No,60,"50,001–80,000"
V02653,Hatchback,4,133761,92,1824,36,9.2,11.41,38,35,Critical,Medium,11,No,70,"50,001–80,000"
V02654,SUV,14,69387,101,2883,30,17.1,11.31,36,100,Critical,High,6,No,30,"10,001–25,000"
V02655,Truck,15,148071,95,2862,49,5.8,11.27,43,53,Worn,Low,4,Yes,90,"80,001+"
V02656,Sedan,12,34425,89,2748,31,18.7,11.49,40,36,Good,Medium,6,No,90,"80,001+"
V02657,SUV,9,21186,106,2990,23,10.0,11.2,37,63,Worn,Low,8,Yes,60,"50,001–80,000"
V02658,SUV,4,178115,87,1506,39,13.2,12.4,41,37,Moderate,Low,5,Yes,100,"80,001+"
V02659,Hatchback,13,121747,87,1522,48,19.8,11.87,32,89,Worn,Medium,9,Yes,80,"80,001+"
V02660,Truck,4,6902,105,2174,42,7.5,11.13,37,31,Moderate,Low,10,Yes,70,"50,001–80,000"
V02661,Sedan,10,99250,105,2847,36,17.3,12.84,44,67,Critical,High,5,No,40,"25,001–50,000"
V02662,Hatchback,1,51960,99,1932,36,6.9,12.4,32,41,Moderate,High,4,Yes,80,"80,001+"
V02663,Sedan,11,83649,88,1625,36,5.9,11.2,32,101,Good,Medium,9,Yes,80,"80,001+"
V02664,SUV,10,166364,100,2242,40,11.4,11.31,37,91,Moderate,Low,3,Yes,100,"80,001+"
V02665,Truck,7,186196,89,2310,43,17.6,12.12,45,95,Moderate,Medium,10,No,90,"80,001+"
V02666,Sedan,2,188066,105,1814,39,17.8,12.22,41,31,Moderate,High,3,No,60,"50,001–80,000"
V02667,SUV,4,47961,109,1835,47,13.9,11.18,45,101,Moderate,Medium,10,Yes,70,"50,001–80,000"
V02668,SUV,14,18169,92,2136,36,17.0,12.06,34,82,Critical,Medium,5,No,70,"50,001–80,000"
V02669,Sedan,11,127466,85,2334,24,7.7,12.16,37,102,Moderate,High,10,No,40,"25,001–50,000"
V02670,Sedan,5,34211,86,1697,40,9.4,12.84,39,89,Good,Low,11,Yes,90,"80,001+"
V02671,Hatchback,5,148934,100,2835,46,17.8,12.92,40,86,Moderate,Medium,5,Yes,100,"80,001+"
V02672,Truck,6,80876,95,2008,41,7.4,11.43,34,42,Critical,Medium,8,No,80,"80,001+"
V02673,Hatchback,1,165502,95,1572,35,12.4,12.72,43,69,Good,Low,4,No,100,"80,001+"
V02674,SUV,2,86413,101,1704,44,13.8,11.37,38,51,Good,High,5,No,60,"50,001–80,000"
V02675,Hatchback,6,92576,85,2505,32,9.6,12.09,38,59,Critical,High,5,Yes,60,"50,001–80,000"
V02676,Sedan,14,153664,110,1783,28,10.3,12.43,36,93,Critical,Medium,8,No,30,"10,001–25,000"
V02677,Sedan,8,65190,95,2622,22,5.8,11.06,44,70,Moderate,Medium,8,No,80,"80,001+"
V02678,Truck,15,81488,109,1880,31,18.8,11.36,43,106,Critical,High,5,No,30,"10,001–25,000"
V02679,Truck,13,5507,104,1841,22,11.9,12.17,33,78,Good,Medium,4,No,50,"25,001–50,000"
V02680,Sedan,15,24644,108,2682,25,12.5,11.06,38,59,Critical,Medium,9,Yes,20,"10,001–25,000"
V02681,Truck,9,8627,101,1739,46,9.9,11.56,40,57,Critical,Low,6,No,60,"50,001–80,000"
V02682,SUV,9,36232,110,2382,22,5.0,11.0,45,100,Critical,High,5,Yes,20,"10,001–25,000"
V02683,Truck,5,199534,102,1608,27,5.3,12.99,34,48,Worn,Low,3,Yes,60,"50,001–80,000"
V02684,Hatchback,5,80886,85,2005,36,14.3,12.28,41,39,Good,Low,5,No,100,"80,001+"
V02685,Sedan,4,32212,106,2622,33,5.8,11.32,43,76,Good,Low,9,No,70,"50,001–80,000"
V02686,SUV,7,63337,103,2866,36,6.5,12.77,38,84,Moderate,Medium,11,Yes,70,"50,001–80,000"
V02687,Hatchback,2,78572,88,1723,36,8.0,11.8,36,109,Good,Medium,11,No,90,"80,001+"
V02688,SUV,11,83480,88,2082,23,6.6,12.48,34,87,Good,Medium,12,No,60,"50,001–80,000"
V02689,SUV,10,84690,108,2199,38,10.9,12.24,31,42,Worn,Low,12,No,70,"50,001–80,000"
V02690,SUV,15,169967,103,2966,41,16.3,12.48,31,32,Critical,Medium,1,No,50,"25,001–50,000"
V02691,Hatchback,6,160083,101,2352,41,19.2,12.55,38,59,Worn,Low,7,Yes,80,"80,001+"
V02692,Hatchback,6,156392,110,1569,24,19.3,12.66,41,109,Critical,High,8,No,20,"10,001–25,000"
V02693,Truck,8,175960,106,2496,37,6.3,12.14,45,54,Moderate,High,2,No,60,"50,001–80,000"
V02694,Sedan,7,104665,101,2244,24,16.9,12.6,45,46,Moderate,Medium,4,No,60,"50,001–80,000"
V02695,SUV,1,37946,99,1938,31,19.7,12.41,34,33,Worn,High,7,Yes,80,"80,001+"
V02696,Truck,4,164036,90,2416,30,15.5,12.65,38,43,Moderate,High,1,No,80,"80,001+"
V02697,Hatchback,3,171128,92,2664,34,6.8,12.93,33,31,Good,Medium,5,No,100,"80,001+"
V02698,SUV,13,90310,97,2527,32,8.4,11.07,35,73,Good,Medium,2,Yes,90,"80,001+"
V02699,Hatchback,8,88794,99,1705,36,11.4,11.88,45,37,Good,Low,5,No,100,"80,001+"
V02700,Truck,12,78978,86,1826,49,5.8,11.97,44,53,Good,Low,5,No,90,"80,001+"
V02701,Truck,11,68825,93,2689,43,14.0,12.69,43,103,Good,Medium,1,No,90,"80,001+"
V02702,SUV,14,196931,105,2179,50,8.9,11.16,38,70,Critical,Medium,7,No,50,"25,001–50,000"
V02703,SUV,3,117194,88,1513,30,13.2,11.52,39,53,Critical,High,5,Yes,60,"50,001–80,000"
V02704,SUV,9,46234,105,1973,23,14.6,12.66,32,50,Moderate,Medium,1,Yes,60,"50,001–80,000"
V02705,SUV,12,156160,104,2497,34,6.4,11.57,33,79,Worn,High,6,No,50,"25,001–50,000"
V02706,Hatchback,13,187065,89,2287,28,10.9,11.17,37,73,Good,Medium,3,Yes,70,"50,001–80,000"
V02707,Sedan,9,59101,92,2019,44,8.3,11.46,35,75,Moderate,Medium,1,Yes,100,"80,001+"
V02708,Truck,2,128983,86,2954,46,13.5,12.38,37,60,Worn,High,11,Yes,70,"50,001–80,000"
