Vehicle_Type,Vehicle_Age,Mileage,Engine_Temp,RPM,Oil_Pressure,Fuel_Consumption,Battery_Voltage,Brake_Pressure,Tire_Pressure,Tire_Condition,Vibration_Level,Last_Service_Months,Accident_History,KM_Range_Before_Defect,Remaining_KM
Sedan,7,246174,91,1741,30,16.0,12.44,41,30,Good,High,3,No,25000-50000,47584.17966017443
Hatchback,5,76555,89,2423,34,18.7,11.85,30,36,Worn,Low,11,No,25000-50000,30237.976720186547
Truck,3,71421,114,2212,26,5.4,12.45,40,32,Moderate,High,1,No,3000-10000,7348.575727242896
Sedan,2,53765,88,1219,27,16.0,12.07,32,34,Good,Medium,1,Yes,50000-80000,64821.44784667913
SUV,4,236672,103,3390,38,12.2,12.71,37,32,Good,Low,8,Yes,80000+,92698.9691907765
Truck,8,223770,99,2833,28,8.2,12.17,39,33,Critical,Low,6,Yes,10000-25000,11736.403759089451
Truck,1,128294,94,1630,28,8.7,12.46,43,30,Good,High,2,No,25000-50000,25795.395144669557
Sedan,2,32850,89,879,28,14.6,11.84,41,32,Good,Low,6,No,80000+,91137.03442102572
Hatchback,10,129924,86,2767,37,20.2,11.96,29,32,Worn,Medium,10,No,50000-80000,73889.46721473485
Sedan,9,6265,99,856,40,15.1,12.26,43,30,Good,Low,3,No,80000+,97884.42510898838
SUV,9,6028,94,1596,34,10.1,11.91,35,34,Good,Low,12,No,50000-80000,54654.00875123986
Truck,8,116817,104,2698,29,6.9,12.32,35,29,Good,High,1,No,25000-50000,39904.89294594506
Truck,2,124418,116,2466,21,10.0,12.73,41,34,Moderate,Low,7,No,3000-10000,8316.36932528139
Hatchback,7,57580,88,1924,32,18.8,12.71,40,35,Good,Medium,4,No,50000-80000,72741.03057559219
SUV,8,241275,90,1549,34,11.3,11.92,41,36,Good,Medium,4,No,80000+,96208.05122521265
Hatchback,10,196564,97,2641,39,16.9,12.64,34,34,Good,Medium,2,No,80000+,93299.63193894047
Truck,11,217169,95,753,24,4.8,12.77,41,36,Good,Low,7,No,50000-80000,59915.88579667021
Truck,2,95107,112,2212,23,3.9,12.53,39,30,Good,Medium,12,No,3000-10000,5791.072947138538
Truck,4,107047,113,1192,24,5.7,12.69,29,35,Moderate,Low,9,Yes,10000-25000,19796.905007092573
SUV,12,29515,90,1180,33,10.3,12.47,26,29,Good,Medium,2,Yes,80000+,97962.49410860437
Sedan,9,47051,99,781,35,18.0,12.24,34,36,Moderate,High,2,No,25000-50000,40932.58030276069
Truck,11,5314,97,738,22,7.4,12.78,30,34,Worn,High,9,No,10000-25000,24983.066077883268
Sedan,5,227437,93,1033,36,16.5,12.48,41,36,Moderate,Low,8,No,80000+,91903.88662860764
Sedan,8,45582,86,1844,35,14.5,12.54,31,36,Good,Low,10,No,80000+,84321.22763451615
Truck,8,49551,100,2361,24,7.2,12.69,40,29,Moderate,Low,5,No,25000-50000,39041.678249296485
Hatchback,2,152445,84,3123,33,15.5,12.33,33,34,Good,Low,12,No,50000-80000,59957.58912855768
Hatchback,7,154814,100,1154,40,21.7,12.74,39,32,Good,Low,10,No,80000+,95338.66574471141
SUV,12,13411,105,2166,35,8.1,12.71,35,36,Moderate,Low,10,No,50000-80000,52267.3576376745
Hatchback,6,207066,88,815,45,19.7,12.5,35,34,Critical,Low,6,No,50000-80000,56657.53799548442
Truck,5,242773,97,1789,28,4.0,12.74,29,30,Good,Low,10,Yes,25000-50000,30716.97611733077
Hatchback,2,183622,91,2633,39,18.4,12.68,39,35,Good,Medium,6,Yes,50000-80000,70316.39826063404
Sedan,4,247331,85,2853,38,14.2,12.01,27,36,Moderate,Low,2,No,80000+,88944.71150130915
Truck,12,190710,101,1207,17,10.2,12.64,27,36,Worn,Medium,3,No,10000-25000,24059.874603093573
SUV,8,20162,104,1323,36,12.4,12.16,27,35,Critical,Medium,8,No,25000-50000,48755.90763019668
SUV,6,84513,108,2825,42,13.2,11.82,36,29,Moderate,High,12,No,3000-10000,9846.106306564869
Sedan,1,40789,88,1014,34,13.0,12.67,27,33,Worn,Low,7,No,50000-80000,61085.525091768024
Sedan,5,138070,92,2844,29,14.9,12.62,25,32,Good,Low,6,No,80000+,88423.97962002199
Sedan,8,205036,90,1689,41,12.6,11.88,43,33,Moderate,High,7,No,25000-50000,36925.53666316494
Truck,5,192913,98,1276,27,5.4,12.24,41,34,Moderate,High,4,No,10000-25000,19121.62623777572
Truck,6,113504,114,2614,25,3.9,12.62,33,29,Moderate,Low,3,Yes,10000-25000,14304.730388055501
Hatchback,7,73321,98,2853,41,21.8,11.86,30,33,Good,Low,2,No,80000+,94694.84384623228
Sedan,12,213990,102,2128,30,14.9,12.06,39,32,Good,High,7,No,25000-50000,31914.995284678516
Sedan,11,188721,102,2060,28,14.4,11.81,38,30,Good,Low,3,Yes,50000-80000,51179.86971524772
Sedan,7,196129,95,1926,32,15.6,12.41,29,31,Critical,High,2,No,10000-25000,13466.567952120808
SUV,4,72816,97,1660,34,11.4,12.68,35,34,Moderate,Low,10,Yes,50000-80000,51650.64096447005
Hatchback,3,143829,93,1034,36,22.9,12.23,25,36,Critical,Low,3,No,50000-80000,50781.230956556436
Truck,11,228688,108,1415,30,6.9,11.94,34,35,Moderate,Medium,11,No,3000-10000,9862.257311582061
Sedan,9,161156,88,1096,35,11.8,12.26,32,30,Worn,Low,12,No,25000-50000,26652.059569199846
SUV,9,156497,94,2294,26,9.9,12.24,30,31,Moderate,Low,10,No,80000+,98451.64085624173
SUV,9,209790,96,2133,25,11.4,11.73,25,28,Worn,Low,1,Yes,50000-80000,78058.23110126509
Truck,10,85582,100,3487,21,10.3,11.89,44,34,Good,Low,6,No,25000-50000,28619.129719619632
Truck,9,174999,101,2739,24,7.3,12.78,28,31,Critical,Low,2,No,25000-50000,46306.345904034315
Sedan,12,144530,92,3123,41,17.4,12.18,32,31,Good,Low,6,No,80000+,88820.51223486551
Hatchback,3,163572,95,3412,32,20.4,12.35,29,30,Moderate,Low,6,No,50000-80000,64059.30178118
Sedan,11,14847,91,1871,32,14.3,12.16,30,31,Worn,Medium,4,Yes,25000-50000,25646.58290060772
Sedan,5,154527,99,838,28,15.4,12.75,27,35,Good,Low,8,Yes,50000-80000,62396.01452364569
SUV,2,192164,93,2364,33,14.3,11.94,31,33,Good,Medium,5,No,80000+,87203.41585017965
Sedan,11,161917,99,1089,38,16.0,12.59,33,30,Good,High,3,No,25000-50000,40229.04048836205
Sedan,4,39493,89,2955,45,12.3,11.73,31,36,Moderate,Low,10,Yes,50000-80000,58818.34250517527
Sedan,5,43121,90,2842,40,14.3,12.17,42,32,Moderate,High,12,No,10000-25000,24345.90246789568
Sedan,2,37225,95,1584,29,15.6,12.49,41,31,Good,Medium,7,No,50000-80000,77832.36936073354
Sedan,6,100378,82,2615,29,12.6,11.94,39,30,Critical,Low,8,No,25000-50000,41923.10409131746
Truck,6,198628,99,3288,27,10.0,11.93,29,29,Good,Low,1,Yes,50000-80000,68515.31164131657
Sedan,12,10686,94,2354,31,14.9,12.36,43,34,Good,Medium,8,No,50000-80000,76882.05961583546
SUV,12,83804,90,839,32,8.7,12.5,43,36,Moderate,Medium,10,Yes,50000-80000,55685.419205733895
Hatchback,2,182028,96,1029,41,14.0,12.0,31,33,Moderate,Low,8,No,50000-80000,74218.10921744595
Hatchback,12,199887,93,2779,44,15.0,12.63,29,32,Good,Low,2,No,80000+,98642.95437392798
Truck,7,171992,118,2911,21,8.8,12.53,37,35,Good,Medium,12,No,0-3000,424.3923701123942
Truck,9,234079,107,3366,22,3.4,12.54,33,29,Good,Low,7,No,25000-50000,45885.68612986572
SUV,12,121009,98,2687,33,14.7,11.83,32,28,Good,Low,2,Yes,80000+,90140.59186716093
Hatchback,11,168001,87,1778,32,14.8,12.34,37,32,Good,Medium,8,No,50000-80000,73955.56485422823
Truck,2,169395,95,1630,29,7.3,12.51,28,34,Good,Low,7,No,50000-80000,64742.53851654063
Hatchback,3,72466,93,1760,44,15.8,12.14,25,30,Good,Low,5,No,80000+,99880.51295159524
Hatchback,5,166679,93,1121,40,16.9,12.45,37,29,Good,Low,8,No,80000+,97746.95477570697
Hatchback,7,246270,90,2930,36,16.9,12.57,43,28,Good,Low,12,No,50000-80000,57425.14087305973
Sedan,1,141297,100,722,39,13.4,12.62,41,29,Good,Medium,1,Yes,50000-80000,55199.694490469315
Hatchback,7,120856,94,2344,40,17.3,11.73,32,33,Worn,High,4,No,25000-50000,34820.63602176271
Hatchback,4,80509,88,2748,34,15.1,11.99,34,34,Good,Medium,5,No,50000-80000,78680.05649081501
SUV,12,189185,96,2656,37,13.2,11.79,45,35,Good,Low,2,No,80000+,84325.00267420245
Truck,4,141362,110,950,32,9.1,12.42,37,34,Good,Medium,2,Yes,10000-25000,16148.963738848955
Truck,10,203611,104,2083,35,4.3,12.78,44,29,Worn,Medium,1,No,25000-50000,48311.27769979497
Hatchback,5,51759,94,2539,42,13.1,12.29,28,30,Moderate,Medium,1,No,80000+,87034.07090876812
SUV,4,151563,100,3423,39,14.4,12.14,44,29,Worn,Medium,5,Yes,50000-80000,58104.283403056375
Sedan,7,138701,93,2017,31,13.0,12.31,34,32,Worn,High,6,No,25000-50000,42258.35183018974
Truck,1,145448,98,807,30,9.2,12.47,31,29,Moderate,Low,7,No,25000-50000,45945.325238727586
Truck,8,8046,113,3013,22,9.4,12.17,30,28,Good,High,3,No,3000-10000,8279.137788732598
SUV,7,32024,95,2861,34,12.8,12.11,26,36,Moderate,Medium,3,No,50000-80000,65534.69301176839
Hatchback,12,20607,94,1764,45,14.7,11.83,32,31,Moderate,Medium,4,Yes,50000-80000,77361.56787984965
Truck,3,146709,98,1209,27,10.7,12.43,33,28,Moderate,High,4,No,10000-25000,14121.095327853387
SUV,4,216311,103,1106,37,7.5,12.63,25,30,Moderate,Low,4,No,80000+,93973.98661190081
Hatchback,9,78977,96,1009,35,17.7,11.99,29,32,Moderate,Low,5,Yes,25000-50000,36208.699380165635
Hatchback,4,5073,100,729,33,15.9,11.83,40,34,Good,Medium,9,No,50000-80000,50067.18514304816
Hatchback,1,98579,95,2569,39,20.2,11.73,30,35,Moderate,Low,10,No,50000-80000,67081.96292603895
Hatchback,2,54621,96,2426,32,21.2,11.71,29,32,Moderate,Medium,7,No,25000-50000,26118.20789843869
SUV,8,139841,94,2395,33,9.3,12.73,31,29,Critical,High,12,No,3000-10000,9671.242789062588
SUV,3,107922,97,1986,29,9.8,11.73,37,28,Good,High,7,No,25000-50000,35826.543116210334
SUV,11,170325,104,2081,32,12.8,12.61,45,31,Good,Low,3,No,80000+,92095.30009244518
Truck,10,64776,98,2392,17,6.8,11.79,27,35,Worn,Low,9,No,10000-25000,22497.895066241254
Hatchback,10,43681,87,3046,33,16.3,11.96,26,35,Critical,Medium,3,No,25000-50000,48910.889606336954
Sedan,6,247419,98,871,42,18.3,11.78,33,29,Good,Medium,12,No,25000-50000,40422.21843452893
Hatchback,7,217102,92,2268,42,13.3,12.24,29,29,Good,Medium,4,No,80000+,87948.90916589752
Sedan,5,192461,86,1011,25,17.6,11.97,26,32,Worn,High,5,Yes,10000-25000,23658.663771678992
SUV,9,185653,100,2173,31,12.1,11.73,35,33,Moderate,Low,2,No,80000+,93322.3347031909
Hatchback,11,233374,93,2934,37,20.0,12.42,41,36,Good,Low,8,No,80000+,97564.62723750956
Truck,5,54864,107,2350,24,10.9,12.64,31,33,Worn,Medium,9,Yes,3000-10000,4331.571073889259
Hatchback,2,129332,92,1159,36,17.8,12.42,45,29,Good,High,9,Yes,25000-50000,27226.812706807916
Sedan,4,200612,95,1574,40,12.5,11.85,37,33,Moderate,High,7,No,25000-50000,27195.458851510048
Sedan,2,165509,95,2091,28,14.8,12.34,26,28,Good,High,11,Yes,3000-10000,4748.862255941627
Sedan,12,168157,88,2474,39,15.3,12.74,37,35,Good,Medium,5,No,80000+,99135.0276696035
Sedan,12,198722,96,628,42,18.1,12.42,36,33,Moderate,Medium,2,Yes,50000-80000,50243.564055111325
Truck,8,44538,108,661,31,5.0,12.8,41,30,Good,Low,1,No,25000-50000,49027.134767847165
Hatchback,7,186470,92,3213,34,14.3,12.38,32,32,Worn,Low,11,No,25000-50000,36782.94718901976
Truck,6,170553,106,1188,24,7.8,11.73,37,33,Good,High,7,No,3000-10000,9359.08641524586
Hatchback,5,207067,92,2406,31,14.4,11.86,35,32,Good,Medium,11,No,25000-50000,29571.474410902556
SUV,3,76727,98,1150,39,7.9,12.77,32,29,Moderate,Medium,2,No,80000+,94010.52119574448
SUV,9,16630,93,1948,35,12.0,11.8,41,33,Good,Medium,6,No,80000+,86677.16081462729
SUV,11,112220,94,1864,38,9.8,12.67,32,30,Critical,Low,12,No,25000-50000,45444.15745831821
Truck,1,192618,101,1982,27,9.1,12.46,38,29,Good,High,1,No,25000-50000,29078.118592699808
Hatchback,11,205206,92,1595,32,18.4,11.93,44,33,Critical,High,12,No,3000-10000,4341.551990113473
SUV,4,44736,107,1533,30,13.7,12.72,38,28,Worn,Medium,6,No,25000-50000,37467.66296728899
SUV,4,143636,102,2023,39,12.2,12.29,45,34,Moderate,Low,7,No,80000+,84399.22122345516
SUV,12,234794,105,1005,35,9.6,11.77,42,36,Good,Medium,8,No,50000-80000,55618.32224301716
Hatchback,6,94644,84,1536,38,15.6,12.15,28,33,Good,Low,8,No,80000+,89127.51510868258
Truck,8,185325,103,1125,21,7.7,11.98,33,35,Good,Low,11,No,10000-25000,12493.309713953058
SUV,7,207373,98,1080,38,13.6,12.31,31,33,Good,High,10,No,50000-80000,58798.85506108068
SUV,8,187296,96,2665,36,8.7,11.81,39,35,Good,Low,2,Yes,80000+,96033.07039185161
Truck,8,37878,98,3138,23,7.0,12.66,30,36,Good,Low,4,No,50000-80000,53176.497609309044
Truck,2,234260,103,2233,20,6.4,12.06,26,34,Good,Low,7,No,25000-50000,46714.76084512143
SUV,5,91886,103,2448,33,8.2,11.8,28,32,Critical,High,3,Yes,3000-10000,7567.1749834668735
Sedan,9,153869,95,1764,38,17.0,11.93,33,29,Worn,Low,11,No,25000-50000,32915.295478805725
SUV,5,107314,103,721,36,15.1,12.68,25,34,Good,Low,3,No,80000+,85333.09230520787
Truck,12,60989,100,3445,32,10.2,12.49,36,32,Moderate,Low,12,Yes,10000-25000,21659.145640350074
Truck,1,40566,96,1079,22,8.6,12.54,31,33,Moderate,Medium,5,No,25000-50000,30842.538536456752
Truck,11,211273,98,3456,23,5.1,12.43,42,29,Worn,Low,8,Yes,25000-50000,47225.52977116103
Sedan,2,53085,86,3202,38,13.0,11.71,25,35,Critical,Medium,5,Yes,25000-50000,49688.112369131835
SUV,3,54927,104,2614,34,12.4,12.68,36,31,Worn,Medium,3,No,50000-80000,50516.239119082864
Sedan,1,178397,97,2186,43,14.3,12.49,38,33,Good,Low,9,No,80000+,96622.39472516147
SUV,8,180660,96,3440,36,12.8,12.65,26,35,Critical,Low,9,No,50000-80000,56021.177635787426
Hatchback,12,165058,86,835,46,21.3,11.86,36,33,Good,Low,5,Yes,80000+,93884.58158686674
Truck,9,74586,100,2828,28,4.5,12.52,38,31,Good,Low,3,No,50000-80000,76795.12868694613
Hatchback,9,219926,96,2448,30,21.6,12.51,35,33,Good,Medium,9,No,50000-80000,70024.11532134944
Sedan,8,249996,93,1216,27,15.8,12.73,39,35,Good,Medium,9,No,50000-80000,58798.10499512841
Sedan,9,169746,83,873,37,14.3,12.41,39,35,Good,Low,10,No,80000+,88852.91447106074
Hatchback,3,225801,99,2393,44,16.8,12.39,32,31,Critical,High,8,No,10000-25000,24310.246726844704
SUV,1,207725,98,3426,36,14.3,11.85,44,29,Good,High,3,No,50000-80000,66237.23971502396
Truck,9,163783,106,2135,25,6.0,11.72,34,33,Good,Medium,6,No,10000-25000,15675.649073988952
Hatchback,5,212637,94,3066,37,19.9,11.95,39,35,Good,Low,10,Yes,80000+,85231.83676393569
SUV,4,243150,98,3454,33,9.3,12.5,45,31,Worn,Low,12,No,25000-50000,34480.51035917665
SUV,6,204355,91,2038,33,12.8,12.51,33,31,Good,Low,3,Yes,80000+,90523.22235464469
SUV,2,40012,91,1843,35,9.6,11.81,26,36,Moderate,Low,8,No,80000+,98241.7775372198
Sedan,4,113113,87,2770,37,18.3,12.52,36,31,Good,Medium,4,No,80000+,98127.77993757647
Truck,8,169924,99,2189,25,6.6,12.12,39,33,Moderate,Low,9,No,25000-50000,32606.204645188376
Truck,12,150287,104,1694,23,5.0,11.85,28,36,Worn,Medium,6,No,25000-50000,25368.02210291299
Truck,1,11773,102,2146,21,7.2,12.45,36,32,Good,Medium,1,No,25000-50000,32553.65259228931
Hatchback,6,9758,87,1643,30,19.5,12.36,27,36,Moderate,Low,5,Yes,50000-80000,70906.2418874925
Sedan,5,61595,97,3497,33,13.1,12.53,35,29,Good,High,10,Yes,10000-25000,12577.582253436045
Hatchback,11,188694,91,1173,36,15.3,12.0,28,29,Good,Low,11,Yes,50000-80000,63741.71614725521
Hatchback,5,148245,87,1357,32,15.4,12.35,28,30,Good,Low,10,No,80000+,98384.90398658763
Truck,11,17224,102,2176,21,5.3,12.38,39,36,Good,Low,11,No,10000-25000,24552.413490432307
Truck,2,170200,114,3138,31,9.0,11.85,33,33,Good,Medium,2,Yes,10000-25000,20668.342789042523
Truck,10,10079,111,2096,26,8.3,11.85,34,28,Critical,Low,4,Yes,3000-10000,4431.258037601041
Truck,8,120167,99,1658,26,6.7,11.76,35,33,Good,Low,12,Yes,10000-25000,23694.05017521741
Truck,6,223049,103,1806,32,8.8,12.11,35,36,Good,High,3,Yes,10000-25000,24740.296941367174
SUV,2,140038,95,3095,37,8.5,12.5,42,32,Good,Low,2,No,80000+,95221.3932726084
SUV,5,129686,104,1803,40,8.4,12.76,35,34,Good,Low,10,No,80000+,84431.68975329693
Truck,10,121642,96,2032,28,11.1,12.71,29,29,Worn,Medium,5,No,25000-50000,40937.6239201593
Truck,9,137616,99,818,20,6.7,12.63,33,36,Critical,Low,4,No,3000-10000,4493.058269733182
Sedan,10,201511,94,1269,39,13.5,11.7,41,31,Good,Low,8,No,80000+,95757.46481223236
SUV,12,217733,99,1046,36,13.3,12.33,33,32,Worn,Medium,6,No,50000-80000,68018.44462637897
Truck,4,29147,94,1607,29,6.8,12.78,44,34,Good,Low,1,No,80000+,88206.67913403684
Hatchback,8,235132,84,2595,30,18.5,12.3,43,35,Worn,Low,11,No,25000-50000,35737.88583282514
Sedan,9,127195,83,749,30,15.6,11.86,29,28,Good,Medium,10,No,50000-80000,61070.57815572295
Hatchback,1,241699,86,2405,43,17.4,12.71,27,33,Moderate,Medium,6,No,50000-80000,68770.98993846882
Sedan,9,9346,87,3309,31,13.7,12.27,34,30,Good,Low,11,Yes,25000-50000,41768.44729887783
Hatchback,3,217848,87,3050,35,19.6,12.58,42,35,Moderate,Low,4,No,50000-80000,66347.01350873607
SUV,11,127881,91,769,36,14.8,11.71,40,32,Moderate,Low,2,No,80000+,99597.43470879483
Truck,3,49684,109,1245,23,6.3,11.83,39,28,Good,High,8,No,3000-10000,3283.4095438124473
SUV,2,237874,96,1250,40,11.1,11.71,29,29,Worn,Low,5,Yes,50000-80000,65332.16693677906
Truck,1,165921,109,3341,27,3.0,12.18,42,35,Good,Low,6,No,25000-50000,32257.514954308157
SUV,10,32015,90,1009,26,9.9,12.1,39,28,Good,High,2,No,50000-80000,73727.14735179495
SUV,5,227577,100,1936,27,8.0,11.74,28,29,Moderate,Low,11,No,25000-50000,48131.97342343621
Hatchback,9,23990,95,2814,31,14.2,11.97,26,33,Good,Low,6,No,50000-80000,50615.88858957866
Truck,4,81764,103,1327,18,5.5,11.76,30,36,Good,Low,5,No,25000-50000,25000.17991350639
Truck,11,133177,102,1720,17,4.9,12.54,36,36,Critical,Medium,11,No,0-3000,2397.8803590346984
Truck,4,46459,103,2077,30,7.5,12.24,43,32,Critical,Low,4,No,10000-25000,10123.162839778754
Hatchback,1,93475,91,946,38,18.6,12.34,31,32,Worn,Medium,8,No,50000-80000,77480.5670035001
Hatchback,3,145538,96,1761,38,17.3,12.65,42,32,Good,Low,5,No,80000+,90116.4666329186
SUV,3,99180,96,704,30,12.8,12.34,27,31,Moderate,Low,1,No,80000+,95961.9514038504
Hatchback,4,212459,83,1259,46,16.9,12.07,39,30,Worn,High,4,No,25000-50000,29993.69783425671
Truck,3,200053,113,2273,22,9.9,12.78,36,34,Good,Low,8,No,25000-50000,38311.2036146456
Truck,6,89342,98,2804,30,3.8,12.43,40,32,Good,Medium,1,No,50000-80000,74811.2213903805
Truck,3,97446,109,2794,16,10.4,11.89,26,30,Moderate,High,6,Yes,0-3000,1706.5115124301192
Sedan,6,174776,97,2446,31,14.4,12.52,34,36,Good,Medium,8,No,50000-80000,76422.73064097324
SUV,4,187705,93,1621,26,11.6,12.18,34,34,Moderate,Low,6,No,80000+,88577.13729073691
Sedan,3,162837,88,2019,29,13.5,11.84,35,28,Moderate,Medium,7,Yes,25000-50000,33504.39768741581
SUV,8,41465,98,2345,27,11.1,12.54,44,36,Moderate,High,3,Yes,10000-25000,20458.62213625906
Hatchback,11,190398,98,1709,36,16.8,11.82,29,32,Moderate,Low,5,No,50000-80000,55107.771924568
Hatchback,10,81139,93,2844,42,13.8,12.33,44,36,Good,Low,1,No,80000+,87593.586128051
Sedan,12,5207,97,1569,41,14.7,12.1,28,29,Critical,Medium,5,No,25000-50000,36593.456004884065
Sedan,12,30673,88,1919,32,16.7,12.51,34,29,Good,Low,9,No,80000+,93449.90122341114
Hatchback,1,79642,91,2904,42,15.0,11.72,42,30,Good,Low,9,No,80000+,98285.30290355266
Hatchback,6,132839,86,1982,41,19.4,12.31,32,30,Good,Medium,3,No,80000+,96329.3664677298
Truck,12,241357,113,2170,31,8.6,12.03,34,34,Good,Low,6,No,25000-50000,43302.524476659746
SUV,11,210749,99,2697,37,10.7,12.32,35,36,Good,Medium,5,No,80000+,93848.09962809147
Truck,5,159611,109,2302,35,5.7,12.23,33,30,Good,Medium,2,No,25000-50000,32296.681302965517
SUV,9,45256,95,2631,35,14.8,12.06,32,32,Good,Medium,4,Yes,50000-80000,70428.21054257228
Hatchback,11,156591,92,860,29,14.9,12.25,27,28,Worn,Medium,8,No,50000-80000,67283.72320661953
Sedan,10,242282,93,943,37,13.0,12.14,40,33,Critical,Low,11,Yes,10000-25000,14655.575407682663
SUV,8,102390,97,2589,41,15.2,12.66,27,33,Moderate,Medium,10,No,50000-80000,64045.85591700974
SUV,8,109101,100,1755,33,14.4,12.23,35,33,Moderate,High,5,No,25000-50000,38612.82513017762
Sedan,3,17953,88,675,30,12.0,12.02,25,29,Moderate,Medium,4,No,50000-80000,72058.59764094913
Sedan,9,116926,101,2312,35,13.2,11.99,37,32,Good,Low,2,No,80000+,86189.73732301274
Sedan,9,135153,88,1987,33,14.2,11.87,42,36,Good,Low,1,Yes,80000+,98904.66071701798
Truck,3,119325,104,1751,25,6.6,12.26,30,33,Good,Low,4,No,50000-80000,60665.596169150114
SUV,11,242872,93,1168,28,8.4,12.22,38,29,Good,Low,4,Yes,80000+,88532.6397480004
Sedan,11,71166,100,1643,37,16.5,11.88,31,36,Good,Low,2,No,80000+,88405.55242483162
Hatchback,6,205557,89,1038,44,16.4,12.32,39,30,Good,Medium,3,No,80000+,91321.94012740314
SUV,2,118992,93,2714,39,11.4,11.97,30,35,Good,Medium,1,Yes,80000+,91324.1923947938
Truck,2,73514,113,3055,31,7.3,11.83,25,33,Good,Low,5,No,25000-50000,44036.2446694378
Sedan,8,249226,89,3428,37,15.8,12.08,36,35,Worn,Medium,9,No,50000-80000,77920.42976334956
Hatchback,7,84580,94,1471,45,18.1,12.58,37,33,Moderate,Medium,9,No,50000-80000,57960.887166911416
SUV,5,11298,99,2107,35,10.9,12.72,42,34,Good,Low,2,No,80000+,88689.35581657308
Sedan,10,40467,84,1751,30,17.6,12.37,44,30,Moderate,Low,9,Yes,50000-80000,50548.156493680624
Sedan,7,160113,99,3486,34,16.2,11.86,28,28,Good,Low,12,Yes,25000-50000,29414.69718352831
Sedan,1,132479,91,2645,41,16.3,12.8,25,31,Worn,Low,1,Yes,80000+,90395.35512781196
Sedan,6,188043,87,3281,39,15.3,12.78,31,29,Good,Low,6,No,80000+,96523.65307980019
Sedan,1,124887,87,797,39,17.9,12.32,45,31,Moderate,High,9,No,25000-50000,48612.55378023285
Sedan,7,159142,83,1853,31,16.1,12.56,30,28,Worn,Low,8,No,50000-80000,52398.76641338473
Sedan,6,9026,93,2710,32,17.0,12.79,27,30,Good,Low,8,Yes,50000-80000,50328.53358656589
Sedan,8,156922,90,2478,34,16.1,12.03,44,34,Worn,High,5,No,25000-50000,27246.489331345627
SUV,3,228951,101,3081,43,10.3,12.28,27,36,Critical,Low,11,No,25000-50000,38910.59351059696
Sedan,12,95784,89,609,27,13.7,12.42,34,30,Moderate,Medium,9,No,50000-80000,79135.26822273117
Hatchback,4,170543,86,697,33,20.8,12.06,43,28,Good,High,12,No,10000-25000,14757.350048428718
SUV,8,230003,96,1144,28,7.1,12.14,41,30,Critical,Low,8,Yes,25000-50000,28960.01868395149
Truck,1,184459,97,2594,23,7.4,12.37,29,30,Moderate,Low,2,No,50000-80000,51286.31788583799
Hatchback,4,239104,84,1279,32,16.6,12.04,36,31,Critical,Low,2,No,50000-80000,69487.79397107213
Truck,12,190452,105,2398,29,5.7,12.13,25,30,Good,Low,1,No,50000-80000,57446.263974520145
Sedan,12,23646,98,1620,36,16.1,12.74,35,36,Worn,Low,4,Yes,50000-80000,54718.07505597683
Sedan,9,207800,84,1851,29,17.1,12.39,41,35,Critical,Medium,6,Yes,10000-25000,20615.604847586248
SUV,7,101849,106,2707,31,12.5,12.0,25,29,Moderate,Low,6,No,25000-50000,30533.898605038958
Sedan,12,164782,97,735,29,14.9,12.55,45,30,Critical,Low,12,No,10000-25000,12494.208736985907
Sedan,6,117270,85,621,27,15.9,11.83,29,36,Moderate,Low,9,No,50000-80000,50796.58015585488
Sedan,11,138428,102,982,32,11.3,12.18,28,33,Good,Low,2,Yes,50000-80000,72558.83854785215
SUV,3,191410,106,3184,29,7.9,12.61,41,32,Good,Low,7,Yes,25000-50000,30385.91131609528
Truck,9,187084,99,886,36,4.7,12.73,42,35,Good,Low,9,No,50000-80000,75284.7650092471
Sedan,8,149478,96,2567,31,17.7,12.35,27,30,Worn,Low,5,No,50000-80000,66889.17034782491
SUV,4,51774,91,684,38,12.4,11.72,27,34,Good,Medium,1,No,80000+,92616.46554497868
Truck,11,161684,93,2836,28,7.3,12.29,41,29,Worn,Low,2,No,50000-80000,63420.20967923948
