Vehicle_Type,Vehicle_Age,Mileage,Engine_Temp,RPM,Oil_Pressure,Fuel_Consumption,Battery_Voltage,Brake_Pressure,Tire_Pressure,Tire_Condition,Vibration_Level,Last_Service_Months,Accident_History,KM_Range_Before_Defect,Remaining_KM
SUV,4,75973,94,1312,28,12.0,12.28,38,32,Moderate,Medium,11,No,25000-50000,30753.23390710875
Sedan,5,159109,96,1196,26,13.9,12.6,26,33,Critical,Low,6,Yes,10000-25000,19790.679082795512
SUV,1,132580,93,754,25,9.1,11.79,40,29,Good,High,6,No,50000-80000,58499.05388370055
Truck,12,37185,99,2160,24,7.9,12.59,25,32,Good,High,6,No,10000-25000,18867.959114356076
SUV,11,50691,104,2362,34,8.2,12.52,39,36,Good,Low,5,No,80000+,100981.8324061542
Truck,12,191008,102,1362,28,8.0,12.25,34,28,Critical,Low,7,No,10000-25000,18161.751513418305
Truck,6,21503,112,661,20,6.3,12.72,36,31,Moderate,Medium,10,No,3000-10000,7677.945878563833
Sedan,12,154395,96,1815,28,17.6,12.53,30,33,Good,Low,10,Yes,50000-80000,64771.421670461
SUV,11,109717,97,776,24,9.4,12.27,37,33,Good,Low,2,No,80000+,90423.10446698766
Truck,1,22430,109,1741,25,6.0,12.49,34,31,Moderate,High,12,No,0-3000,2022.814484460963
SUV,5,149764,95,2356,39,12.4,12.25,35,36,Good,Low,9,No,80000+,85472.7646356609
Sedan,4,102358,94,3102,34,12.2,11.82,36,30,Worn,Low,10,No,50000-80000,68004.15684630156
Truck,12,247039,109,1329,19,6.1,11.73,39,35,Good,Low,6,No,10000-25000,18765.265621620172
SUV,6,173055,102,1840,36,8.4,12.41,39,31,Moderate,Medium,6,No,50000-80000,77247.26752713573
Hatchback,9,38256,89,3340,46,17.0,12.43,35,33,Good,High,10,No,50000-80000,77375.20146754292
SUV,6,60866,97,1379,36,12.0,11.94,40,35,Good,High,7,No,50000-80000,68683.08117536322
Hatchback,8,165871,93,3121,33,16.3,11.72,33,29,Moderate,Low,4,Yes,50000-80000,51865.75026459784
SUV,7,62377,98,2566,33,9.3,12.1,42,30,Good,High,7,No,25000-50000,39436.63401467066
SUV,2,50991,101,2420,36,10.3,12.31,38,29,Good,Low,12,No,50000-80000,77933.62468894919
Sedan,2,89186,90,2927,36,11.3,12.73,33,30,Worn,Medium,12,Yes,25000-50000,40213.77272771706
Truck,4,131146,100,2781,25,6.2,12.25,28,36,Worn,Low,2,Yes,25000-50000,30976.7623681709
Truck,2,133072,103,2225,29,7.3,12.01,29,34,Critical,Low,9,No,10000-25000,22410.51251566324
Sedan,5,40714,90,1948,31,11.6,12.02,26,34,Good,Low,7,Yes,50000-80000,72221.59043599939
Truck,10,44497,99,1184,23,4.6,12.0,31,33,Good,Low,7,No,50000-80000,68612.11387607892
Truck,3,74650,107,1880,25,6.3,11.83,27,28,Moderate,Low,10,No,10000-25000,10914.252538163471
Sedan,10,21022,92,1927,39,12.2,12.68,29,35,Good,Low,8,No,80000+,87043.71971270954
Sedan,5,198960,92,1589,36,13.9,12.42,44,32,Good,Low,5,No,80000+,96663.00734889736
Truck,7,83371,101,846,27,7.8,12.49,43,31,Worn,Medium,11,No,10000-25000,16637.6948446092
Hatchback,12,86499,96,2956,36,14.3,12.19,38,28,Moderate,Low,4,No,50000-80000,63520.23633231903
Hatchback,2,144191,91,1536,38,19.6,11.7,31,29,Good,High,9,No,50000-80000,50396.79741021696
Truck,12,143253,111,2456,20,5.0,12.68,37,33,Good,Medium,2,No,10000-25000,13422.464875176647
Hatchback,3,29765,91,3108,41,18.8,12.71,37,31,Good,Medium,1,No,80000+,87144.04284316022
SUV,4,124576,95,756,29,11.0,12.37,44,28,Moderate,Low,11,No,25000-50000,27396.780719621638
Sedan,12,63451,86,1111,33,15.1,12.56,35,36,Good,Low,3,No,80000+,98918.63650787514
Sedan,4,182536,87,936,39,15.4,12.1,38,32,Worn,Low,1,Yes,80000+,85986.85680159723
Hatchback,4,220858,93,1985,48,20.0,12.13,39,29,Good,Medium,3,No,80000+,100242.08204843117
Truck,10,102498,117,2515,36,7.1,11.98,25,29,Good,Low,8,No,25000-50000,42138.64628349139
Hatchback,6,122810,101,1930,46,22.7,12.55,30,32,Moderate,Low,3,No,50000-80000,52527.27442196301
Hatchback,2,197673,85,2823,37,16.7,12.73,38,28,Good,Low,8,No,80000+,99969.02869926066
Hatchback,7,99269,87,1767,40,15.8,11.91,35,34,Good,Medium,1,No,80000+,96777.63408675785
Truck,3,95400,100,3279,19,7.7,12.38,29,35,Moderate,High,10,No,3000-10000,8229.69089150224
Truck,11,18254,98,860,32,4.5,12.27,27,30,Good,Low,9,No,50000-80000,59671.69331106543
SUV,12,144695,93,1499,27,10.1,11.92,40,30,Good,Low,9,No,80000+,90567.34973658332
SUV,7,20732,93,1128,37,12.8,12.25,31,35,Good,Medium,11,No,50000-80000,65388.18485854972
Truck,9,124092,93,1349,30,5.4,12.59,32,30,Worn,Low,11,No,25000-50000,29814.674241422515
Hatchback,4,55148,87,3400,37,19.8,12.63,43,30,Moderate,Medium,10,No,50000-80000,60331.77306445993
Sedan,9,64087,92,1100,37,14.9,11.71,31,35,Good,Low,3,No,80000+,100471.034496459
Truck,4,238098,113,2099,25,7.1,12.52,41,29,Good,High,10,No,3000-10000,5991.63105436711
Hatchback,10,22250,85,1809,33,13.8,12.27,43,32,Good,Low,7,No,80000+,94271.94887158053
Truck,12,10273,101,3361,26,5.3,12.51,26,28,Good,High,9,No,10000-25000,11522.899354035877
Truck,2,222450,96,1769,31,7.7,12.4,42,36,Critical,Low,5,No,10000-25000,18288.95250664933
Truck,7,204528,105,2686,15,4.7,11.89,36,33,Good,Low,2,Yes,25000-50000,36578.01645766456
Hatchback,9,13694,88,1938,40,13.3,11.75,42,34,Worn,Medium,6,No,50000-80000,78126.58470772259
SUV,12,102069,93,657,31,10.7,12.1,37,29,Good,High,7,No,50000-80000,72258.69074318965
Truck,1,244011,99,981,33,10.8,12.53,32,34,Critical,Medium,5,Yes,3000-10000,7714.704534859917
Sedan,11,27096,92,2468,29,13.9,11.87,44,29,Critical,Low,5,No,25000-50000,29127.43635100296
Hatchback,4,74463,95,2997,34,14.4,11.72,39,34,Good,Medium,11,No,25000-50000,42644.72993110746
Sedan,7,169049,91,1234,35,15.5,12.15,40,30,Good,Medium,1,No,80000+,92324.19647203854
SUV,12,247503,98,1780,37,10.2,12.36,30,28,Moderate,High,10,No,25000-50000,35668.43242532283
Sedan,11,113170,94,3028,31,15.8,12.55,43,31,Critical,Low,5,No,25000-50000,39817.06470664499
Hatchback,4,54443,84,2516,34,14.1,12.52,39,33,Moderate,Low,1,No,80000+,89393.97545845713
Sedan,10,9195,88,2990,37,17.4,12.71,37,35,Moderate,Medium,1,Yes,50000-80000,57512.88034898274
SUV,9,238868,101,3237,41,15.0,11.95,25,28,Critical,Low,9,No,50000-80000,70389.4180013933
Hatchback,4,246916,84,849,41,14.6,12.41,34,34,Worn,Low,5,Yes,50000-80000,66259.23651953333
SUV,7,171489,95,2231,41,7.5,12.2,27,31,Critical,Low,5,No,50000-80000,59040.58995518415
Sedan,3,135829,92,1930,28,17.4,12.52,33,29,Good,Low,4,Yes,50000-80000,55089.23031022359
Sedan,10,12162,93,3226,36,14.8,11.84,42,29,Moderate,High,7,No,25000-50000,25785.27686555561
Hatchback,9,223911,93,2354,34,21.8,11.74,29,30,Moderate,Low,4,No,50000-80000,60972.90193878443
Hatchback,4,53876,91,3121,41,15.5,11.91,25,30,Good,Low,6,No,80000+,88206.86244541833
Hatchback,5,134607,97,2228,34,21.6,11.82,43,32,Critical,High,8,No,3000-10000,6430.635505020972
Hatchback,8,51461,86,2608,41,16.7,12.69,33,33,Good,Low,1,No,80000+,103434.43467970232
Hatchback,5,26679,97,1391,44,20.7,12.36,40,35,Good,Medium,1,No,80000+,92935.12548266131
Truck,1,41065,101,2741,19,5.8,12.35,42,34,Moderate,Low,1,No,25000-50000,27747.882036698236
Truck,5,232491,110,1511,16,6.7,11.79,33,29,Good,Low,10,No,10000-25000,24540.20512346449
SUV,8,90194,94,3023,37,9.7,11.95,40,33,Good,High,2,No,80000+,92956.13756999323
Hatchback,2,209268,88,2491,33,19.0,11.93,27,28,Moderate,High,10,No,25000-50000,48249.584394483216
Truck,6,32187,98,2675,27,3.2,12.21,36,35,Good,Low,3,Yes,25000-50000,31667.348248872586
Sedan,3,211207,93,2143,26,14.6,12.09,41,36,Moderate,High,3,No,25000-50000,42375.42479561348
SUV,4,127744,101,864,29,10.2,11.87,35,31,Good,Low,7,Yes,50000-80000,71322.73890065812
SUV,12,109539,95,1397,27,11.5,12.73,32,28,Good,Medium,4,No,50000-80000,71339.57324165868
Truck,2,208835,107,628,37,3.3,11.78,27,33,Good,Medium,8,No,25000-50000,44600.00381893484
Sedan,11,206551,86,1040,30,11.6,12.05,39,36,Good,Medium,11,No,25000-50000,47128.144105768784
SUV,5,202389,94,779,26,8.3,11.8,25,28,Moderate,High,8,No,25000-50000,37156.45743460289
Hatchback,1,41458,92,1704,38,15.4,12.62,37,33,Good,Low,9,Yes,80000+,94419.11518642679
SUV,10,210674,95,789,36,9.1,12.78,25,33,Good,Medium,3,No,80000+,90728.92785034557
Sedan,9,38236,83,1736,43,13.4,12.52,26,32,Good,Medium,10,No,80000+,87828.40299623046
SUV,5,40138,90,1721,22,7.9,11.72,35,33,Worn,Low,5,No,80000+,103838.02112055282
SUV,12,14056,97,1585,28,10.3,12.24,33,30,Moderate,Low,9,Yes,50000-80000,60876.66292421684
SUV,11,34269,90,751,30,11.4,12.47,31,28,Worn,Medium,2,No,80000+,88054.52424999015
Hatchback,4,5802,88,2970,29,16.9,12.22,38,32,Worn,Low,12,No,25000-50000,44112.23633194526
SUV,8,140413,97,1268,32,12.0,12.66,25,34,Moderate,Medium,12,No,25000-50000,37097.60564229666
SUV,6,242740,92,2661,37,12.9,12.53,31,28,Moderate,Medium,3,No,80000+,101730.28063034888
Hatchback,3,34555,97,2728,37,16.1,11.94,36,35,Critical,Medium,8,No,25000-50000,38577.39861139495
Hatchback,12,208836,91,3310,37,16.0,12.5,32,29,Moderate,High,9,No,25000-50000,46537.716676971104
Truck,8,52171,99,2225,18,6.1,12.16,41,28,Worn,Low,12,Yes,3000-10000,5851.592523568375
Sedan,2,113559,89,2278,39,14.6,12.38,33,28,Good,Low,5,Yes,80000+,88691.80575765505
Sedan,12,27762,95,897,41,13.2,12.15,34,36,Worn,Low,6,Yes,50000-80000,58623.830147786095
SUV,7,156279,104,1714,27,14.3,12.04,36,29,Moderate,Low,2,No,80000+,88378.19015385532
Truck,2,193227,100,2146,19,4.8,12.39,45,31,Moderate,Medium,4,Yes,3000-10000,6269.76825900945
Sedan,1,107964,99,3411,32,15.0,12.73,27,34,Moderate,High,10,No,10000-25000,14358.008553684766
SUV,7,27966,102,3174,24,8.7,12.18,43,34,Good,High,10,No,25000-50000,25810.009944077563
SUV,3,203204,95,725,32,11.7,11.8,41,32,Good,Medium,11,Yes,25000-50000,38318.89720833326
Sedan,9,118829,93,3154,35,15.7,12.69,38,28,Moderate,High,3,Yes,10000-25000,18735.910513021947
Sedan,12,66688,90,2863,38,13.0,11.78,32,30,Moderate,Low,3,No,80000+,89005.01405464562
Hatchback,10,225010,99,1687,36,16.6,12.21,26,31,Worn,High,7,No,25000-50000,49769.79273332078
Sedan,4,84166,94,673,42,17.7,11.8,29,28,Good,Low,4,No,80000+,86267.60975172793
Truck,4,206754,114,1656,27,7.5,11.72,44,35,Good,Medium,6,No,10000-25000,20723.666326426996
Truck,5,147281,108,3152,21,7.7,12.21,33,36,Moderate,Low,5,No,3000-10000,4711.539097172362
Sedan,6,27191,87,3374,35,13.3,11.82,35,35,Good,Low,8,No,80000+,93071.24880868252
Hatchback,6,94912,88,1196,38,19.7,12.27,29,35,Worn,Low,2,No,80000+,101000.37395769611
Truck,8,79392,102,2796,19,8.6,11.78,37,29,Good,Medium,10,No,10000-25000,21838.437977077498
Sedan,10,48637,87,1590,28,14.7,11.92,34,35,Good,Low,8,Yes,50000-80000,60506.4476856094
Sedan,7,49012,88,2256,41,13.0,12.56,29,36,Moderate,Medium,11,No,25000-50000,26200.43179790788
Truck,2,10493,96,2680,33,5.1,12.77,41,35,Critical,Low,9,No,10000-25000,13140.44838775316
Truck,4,14232,107,3190,28,9.9,11.75,30,31,Moderate,Medium,2,No,10000-25000,20284.044157613338
Truck,9,38069,116,782,25,9.0,11.81,38,34,Good,High,8,No,3000-10000,8599.226419397262
Sedan,6,209664,99,2660,27,13.2,11.81,31,30,Moderate,Low,8,No,50000-80000,76790.23224468005
Sedan,3,216862,94,1255,42,19.1,12.0,32,36,Worn,Low,2,No,80000+,84933.37674598534
Hatchback,11,44428,87,785,41,14.5,12.33,29,28,Good,Low,9,No,80000+,91119.1390581951
SUV,1,187544,100,2747,32,11.1,12.0,31,33,Good,Low,7,No,80000+,90287.0948651318
Hatchback,10,175646,88,2743,36,14.3,12.12,42,31,Good,Low,12,No,50000-80000,53529.920215748476
SUV,4,228873,99,1556,33,8.7,11.99,37,36,Worn,Low,1,No,80000+,92594.2577580284
Sedan,5,27830,87,3163,36,13.1,12.09,38,33,Good,Low,10,No,80000+,103444.05681480753
Truck,6,54743,101,2286,17,7.1,12.06,37,33,Critical,Medium,10,Yes,0-3000,1901.6951545573759
Truck,6,70092,102,2282,15,6.6,12.19,33,29,Good,High,10,No,3000-10000,3275.4962021631836
SUV,8,42603,95,1572,35,10.2,12.35,26,34,Worn,High,11,No,10000-25000,15289.37476051857
Truck,5,165458,97,1720,21,7.0,12.6,30,35,Good,High,5,Yes,3000-10000,9523.890120471542
SUV,10,41747,100,1495,33,12.9,12.25,41,28,Good,Low,2,No,80000+,103378.58755159452
Truck,7,74465,110,3178,27,6.4,12.0,29,32,Good,Low,8,No,25000-50000,42781.2405351442
Truck,3,193031,118,606,31,8.0,12.15,25,33,Good,High,4,No,3000-10000,8065.537166211307
Sedan,11,160941,93,3024,38,17.8,12.42,33,28,Good,Medium,7,No,80000+,84950.74629104135
SUV,9,99730,97,1004,35,7.4,12.23,35,29,Good,Medium,3,No,50000-80000,66970.43477549468
Hatchback,1,123284,97,3368,32,21.3,11.83,33,28,Moderate,Low,12,No,25000-50000,38914.90665279411
Sedan,11,17012,85,2762,31,14.1,11.71,25,29,Good,High,7,No,25000-50000,35883.154115394
Truck,7,178315,95,639,24,4.4,12.48,42,32,Moderate,Medium,2,Yes,25000-50000,35043.144414049464
Truck,3,23942,100,2623,32,8.3,12.2,37,34,Moderate,Medium,2,No,25000-50000,45626.78663914249
SUV,2,216910,88,1591,34,10.4,12.53,39,28,Critical,Medium,1,No,50000-80000,58432.18194526616
Truck,5,227734,114,2578,34,8.1,12.7,37,30,Moderate,Low,12,No,3000-10000,9197.405072853388
SUV,4,235496,102,2050,30,8.4,11.71,28,36,Moderate,Low,9,No,50000-80000,65133.336824024256
Truck,3,139613,92,1277,32,5.0,12.55,31,33,Good,Low,8,No,50000-80000,57769.357461432424
Sedan,3,118887,97,2425,39,16.3,12.61,34,32,Good,Medium,4,No,50000-80000,54519.83524701061
Hatchback,2,176593,95,935,35,16.6,12.04,43,36,Good,High,1,No,25000-50000,32233.073448010946
SUV,2,22203,89,1987,36,9.1,11.75,40,35,Critical,Low,10,No,50000-80000,51313.17335270896
Truck,10,124871,114,2724,21,7.6,11.9,33,30,Good,Low,3,No,10000-25000,22557.015983173267
Hatchback,5,158406,92,3342,32,14.1,12.11,45,31,Critical,Low,3,No,25000-50000,44280.82484032151
SUV,12,46361,100,2936,27,13.2,12.24,32,33,Moderate,Low,9,No,50000-80000,58081.688727035915
SUV,5,61075,95,2116,25,7.3,12.1,33,29,Good,Medium,5,No,50000-80000,56323.35326538251
Sedan,11,181161,95,3144,40,14.5,12.42,41,36,Good,Low,3,No,80000+,92756.58898042803
Truck,11,120977,106,1987,32,7.1,12.78,31,30,Good,Medium,8,No,10000-25000,11028.385337811125
Sedan,8,188760,87,3281,31,12.4,12.42,43,32,Moderate,Low,7,Yes,50000-80000,56026.92312003574
SUV,11,226772,93,2152,29,11.4,12.55,26,33,Good,Low,9,No,80000+,85882.79916455402
Truck,1,177692,101,3391,33,8.6,11.97,31,34,Good,Medium,3,No,25000-50000,37878.3811649853
Truck,5,82845,103,718,23,5.4,11.77,30,31,Worn,Low,3,No,25000-50000,29418.564314870386
Hatchback,11,148393,98,2588,42,19.9,11.75,41,33,Worn,High,12,No,10000-25000,16378.827571355188
Hatchback,2,27576,94,2764,42,18.0,12.13,33,31,Good,Medium,7,No,80000+,103176.92838312488
Hatchback,1,14632,90,2572,30,20.7,12.01,27,31,Moderate,Medium,3,No,50000-80000,73095.76837649707
SUV,4,111159,98,699,40,11.0,12.02,29,36,Critical,Low,7,No,50000-80000,68279.18087660015
SUV,12,167121,89,3217,35,11.4,12.0,40,29,Worn,High,1,No,50000-80000,62108.06429783849
SUV,4,171281,91,1922,34,9.1,12.64,41,34,Good,Medium,12,No,50000-80000,59415.33593603697
SUV,8,200152,96,2197,38,14.0,12.72,44,31,Critical,Low,3,No,50000-80000,53772.96626019497
Hatchback,6,149962,99,3314,33,17.5,11.72,26,34,Good,Low,10,No,50000-80000,78705.29032578436
SUV,10,46163,101,1760,25,8.8,12.19,29,30,Good,Low,1,No,80000+,98252.31969527339
Truck,4,69618,107,630,27,4.8,12.02,30,35,Worn,Low,4,No,10000-25000,22625.033667160074
Hatchback,12,168183,97,2939,33,17.8,12.14,39,36,Moderate,Medium,1,No,50000-80000,57211.846032881556
Sedan,5,53583,86,2383,28,15.9,12.35,43,35,Good,Low,5,Yes,50000-80000,77475.14921180012
SUV,8,123545,98,2517,27,10.5,12.66,28,34,Good,Low,7,No,80000+,99062.79067498239
Truck,3,159813,109,2403,21,7.0,12.77,30,29,Good,High,10,No,0-3000,1476.4119216852116
SUV,10,177936,106,2162,32,11.3,12.4,29,30,Good,Low,3,No,50000-80000,64638.8535623388
SUV,6,34249,92,3172,28,11.5,12.07,35,35,Worn,Medium,10,No,50000-80000,54334.56812258211
Sedan,5,12069,92,854,31,10.8,11.72,31,31,Critical,Low,1,No,50000-80000,74967.73958558563
Sedan,2,214609,98,1318,33,13.2,12.35,27,36,Good,Medium,9,Yes,25000-50000,27178.96420772083
SUV,10,15229,96,637,26,12.6,12.03,28,29,Good,Low,3,Yes,50000-80000,73884.55746446115
SUV,1,104689,102,2482,31,14.5,12.8,29,28,Good,Low,10,No,80000+,85643.4996657057
Hatchback,9,246188,86,1539,36,14.0,12.33,30,35,Moderate,Medium,3,No,50000-80000,69893.39596029503
Hatchback,8,153897,83,2054,32,14.5,11.76,33,30,Moderate,Low,4,No,50000-80000,76498.73408860224
SUV,12,217585,91,980,43,8.7,11.97,26,34,Worn,Low,5,No,80000+,100905.6697561428
Hatchback,2,248000,97,1459,47,20.4,11.71,35,36,Moderate,Medium,4,No,50000-80000,52534.230316158864
Truck,6,183589,113,1492,19,4.2,12.65,37,36,Worn,Low,3,Yes,3000-10000,6522.1512239389485
Sedan,10,26866,86,1042,29,13.1,12.46,38,32,Good,Low,7,No,80000+,87617.13346250074
SUV,6,91768,94,886,32,9.1,12.47,33,28,Good,High,7,No,50000-80000,68662.66203387867
Sedan,4,114744,86,2293,28,12.3,11.94,37,33,Good,Low,6,Yes,50000-80000,72896.20509167759
Hatchback,11,97718,85,2599,43,19.4,12.75,44,33,Good,Medium,11,No,50000-80000,67635.43538024253
Truck,10,98421,104,603,21,6.6,11.97,39,32,Good,Medium,8,No,10000-25000,16450.501501221064
Truck,7,192267,100,990,23,9.7,11.73,25,32,Critical,Medium,10,No,10000-25000,18129.61340439997
Hatchback,5,226457,98,2872,36,18.0,12.21,29,36,Moderate,Medium,11,No,25000-50000,31305.600058876757
Truck,4,139334,103,793,23,9.6,12.46,28,29,Worn,Medium,5,No,25000-50000,33205.02592898873
SUV,8,184719,93,3166,26,8.4,11.79,44,35,Good,Low,11,No,50000-80000,73251.5333341147
Hatchback,6,209841,94,1315,46,14.1,11.83,34,28,Moderate,Medium,1,No,80000+,89042.42012568588
SUV,2,117953,104,3290,36,10.4,12.56,37,32,Worn,High,8,No,25000-50000,37072.92701155355
Truck,9,7475,102,3250,32,7.6,12.19,38,34,Worn,Low,6,No,25000-50000,32670.735157308063
SUV,3,51360,106,1620,32,12.4,12.37,28,33,Worn,High,9,No,10000-25000,19698.15271542086
SUV,11,162568,99,2758,31,8.5,12.57,27,30,Moderate,Low,7,Yes,50000-80000,56268.537708854856
SUV,12,77748,99,2821,31,8.4,12.64,26,35,Good,Low,11,No,50000-80000,73763.74928711735
SUV,1,24767,104,2788,36,12.9,12.21,36,31,Good,Low,1,No,80000+,95867.89619773124
Truck,9,243917,104,1565,34,4.5,11.8,40,28,Worn,Medium,2,Yes,25000-50000,45613.98097796057
Sedan,4,208807,88,2607,42,11.8,12.01,26,34,Good,Low,11,No,50000-80000,74842.77107722861
SUV,5,18460,98,2597,31,9.4,12.57,45,29,Critical,Medium,3,No,25000-50000,42611.478642288304
Truck,7,234490,111,3277,34,8.6,12.4,30,36,Moderate,Medium,7,No,10000-25000,21823.04300394102
SUV,1,136240,102,3460,27,14.2,11.98,28,33,Good,Medium,10,No,50000-80000,58419.86271115886
Sedan,4,103827,94,1465,32,14.1,12.03,42,28,Good,Medium,4,No,50000-80000,51307.071044474375
Hatchback,7,36814,98,1459,36,18.7,12.71,36,32,Good,Medium,12,No,25000-50000,41755.78260542687
Sedan,2,182422,97,1914,34,15.8,12.56,33,29,Good,High,10,No,25000-50000,47425.11831035181
SUV,11,14340,91,2074,39,10.3,11.93,25,31,Good,High,5,Yes,50000-80000,79027.62582264541
Sedan,10,61511,98,3427,30,15.2,12.12,28,32,Good,Low,9,Yes,50000-80000,62609.09496227416
Truck,12,25678,103,2255,34,11.1,11.91,35,32,Critical,High,4,No,3000-10000,9889.752967681932
Sedan,11,14034,88,838,36,14.2,12.03,42,33,Worn,Low,5,No,80000+,95993.64371080024
Hatchback,8,246436,94,2283,37,15.4,11.79,41,29,Good,Medium,11,No,50000-80000,56971.12584774567
SUV,5,57877,97,1225,35,8.8,12.16,41,35,Good,High,2,No,50000-80000,67880.75392661105
SUV,3,72313,91,1199,25,9.4,11.82,30,33,Good,Medium,8,No,80000+,100291.62743555283
SUV,11,83300,103,958,36,8.9,12.06,38,35,Good,Low,12,No,50000-80000,79629.13433743406
Hatchback,3,168585,93,1593,38,21.5,12.66,27,34,Good,Low,1,No,80000+,101379.08137530816
Truck,1,64518,94,2365,25,9.2,12.43,32,36,Moderate,Low,3,No,50000-80000,52414.52448657594
Truck,3,87399,114,2978,23,7.6,11.96,37,35,Good,High,8,No,3000-10000,4705.0960477505105
Sedan,4,216583,91,1487,34,13.6,12.35,30,30,Worn,Low,8,No,50000-80000,56692.38305769279
Truck,2,127999,102,1957,25,5.4,12.79,27,36,Moderate,Medium,4,No,25000-50000,48436.72359822276
Sedan,3,173473,89,660,37,17.2,12.16,39,35,Good,Medium,2,No,80000+,99246.26992557275
Hatchback,9,48008,90,682,45,17.4,12.66,45,28,Worn,High,4,No,25000-50000,35378.846365656835
Hatchback,12,203690,94,2530,41,19.0,11.87,34,32,Good,Medium,5,No,80000+,85456.5311318758
Sedan,6,94310,95,2282,42,17.5,12.69,39,31,Good,Medium,1,No,80000+,102880.15180158358
Hatchback,5,118977,90,2419,38,15.0,12.23,45,31,Good,Low,8,No,80000+,101648.64173667172
Hatchback,2,87565,89,2287,30,20.0,12.77,34,32,Moderate,Medium,7,Yes,25000-50000,25729.60826842516
SUV,3,180715,95,692,36,10.4,12.78,30,30,Worn,Low,11,No,50000-80000,66174.45402758644
Sedan,12,115001,87,2181,34,15.4,11.85,38,34,Good,Medium,11,No,25000-50000,32970.67238156688
Sedan,10,89630,86,2921,40,11.9,12.03,30,31,Good,Medium,1,No,80000+,98106.4450829082
Sedan,11,225632,98,2205,29,16.5,11.79,38,35,Worn,Low,4,No,50000-80000,65988.9689503454
Hatchback,3,208341,92,2016,30,21.5,12.68,32,30,Moderate,Low,2,No,80000+,91561.89522127036
SUV,12,83090,101,760,35,12.1,12.28,40,35,Worn,Low,8,No,50000-80000,62821.67488351737
Hatchback,2,94292,88,1974,29,16.3,12.53,27,35,Moderate,High,6,No,25000-50000,25730.71041745952
Truck,4,89558,105,2226,29,8.4,12.45,37,31,Critical,Medium,3,No,10000-25000,24438.118363096015
Sedan,12,232042,96,1489,45,16.7,11.85,32,29,Moderate,Low,9,No,50000-80000,75567.19599649576
Sedan,1,132146,85,2328,33,18.3,11.87,26,28,Moderate,Medium,1,No,50000-80000,72663.95210618335
Truck,12,112704,98,2795,16,2.8,12.06,39,35,Good,Low,5,No,25000-50000,39832.33731782393
Sedan,9,194054,86,3265,33,13.0,12.15,32,33,Worn,Medium,12,No,25000-50000,29380.927636184402
Sedan,2,243254,86,814,33,14.5,12.71,25,36,Good,Medium,9,No,50000-80000,59063.100117461654
SUV,11,156611,104,2567,37,8.3,12.08,32,28,Good,High,8,No,50000-80000,51865.33514558083
Sedan,9,105691,97,871,31,16.8,12.0,41,34,Worn,Low,12,Yes,10000-25000,15184.138595743101
Sedan,11,200203,100,1970,41,17.3,11.72,28,29,Moderate,Medium,2,No,50000-80000,62099.6416431103
SUV,7,179329,100,2639,36,10.4,12.65,42,31,Worn,Medium,7,No,50000-80000,54917.84573626536
Sedan,11,102392,87,3061,33,15.6,12.22,38,36,Good,Low,10,Yes,50000-80000,55042.421419526196
SUV,7,120869,94,2713,36,13.2,11.92,33,36,Critical,Medium,5,No,50000-80000,66356.0584617248
Hatchback,9,17629,83,3044,42,17.7,12.33,35,35,Good,Medium,11,No,50000-80000,59587.798722251
Truck,10,95855,102,2096,33,4.0,11.71,28,29,Critical,Medium,8,No,10000-25000,21142.93847256453
Hatchback,9,162812,97,833,36,17.3,12.16,45,34,Good,High,5,No,25000-50000,45152.61308722754
Hatchback,8,36785,88,845,35,16.3,11.89,32,29,Good,Low,7,No,80000+,86165.10551689507
SUV,2,45646,96,1297,35,10.0,11.83,29,31,Worn,Low,5,No,50000-80000,72950.51799322086
Sedan,11,247355,89,2441,44,15.8,12.49,33,32,Moderate,Low,8,No,80000+,96705.32631393778
Truck,7,79248,103,2963,30,8.3,11.91,33,31,Good,Low,9,No,50000-80000,59423.01006264658
SUV,11,46922,103,1382,30,10.9,12.44,40,28,Moderate,Low,5,No,50000-80000,76057.41042634948
Hatchback,12,171070,93,665,40,19.2,11.9,37,31,Good,Low,1,No,80000+,103506.57608806387
