Vehicle_ID,Vehicle_Type,Vehicle_Age,Mileage,Engine_Temp,RPM,Oil_Pressure,Fuel_Consumption,Battery_Voltage,Brake_Pressure,Tire_Pressure,Tire_Condition,Vibration_Level,Last_Service_Months,Accident_History,KM_Range_Before_Defect
V951,SUV,10,113935,88,1796,40,6.7,12.44,34,46,Worn,Medium,8,Yes,"80,001+"
V952,Truck,14,67983,89,2952,37,14.3,12.56,30,85,Good,High,11,No,"50,001–80,000"
V953,SUV,5,179494,95,1970,28,18.5,12.77,39,47,Good,High,10,No,"25,001–50,000"
V954,Sedan,12,66365,108,1946,34,14.5,12.37,45,67,Moderate,Medium,7,Yes,"50,001–80,000"
V955,Hatchback,4,163843,92,2830,48,7.9,12.37,41,99,Worn,Medium,10,Yes,"80,001+"
V956,SUV,4,92095,86,2483,38,17.9,11.64,43,41,Worn,Medium,10,Yes,"80,001+"
V957,Sedan,9,22948,91,2567,20,14.7,11.95,42,57,Moderate,Low,5,Yes,"80,001+"
V958,Sedan,4,127957,105,2594,23,6.0,12.18,36,36,Critical,Medium,6,No,"25,001–50,000"
V959,Sedan,5,169175,106,2342,29,15.3,12.12,33,65,Good,Low,11,No,"25,001–50,000"
V960,Truck,13,108622,96,2940,28,15.8,11.09,33,99,Worn,Low,4,Yes,"50,001–80,000"
V961,SUV,9,19085,105,2047,35,11.1,12.75,31,65,Critical,Medium,11,No,"25,001–50,000"
V962,Sedan,4,42582,98,1846,35,18.2,12.98,35,71,Worn,Low,11,Yes,"80,001+"
V963,Truck,5,135786,99,2043,25,6.7,11.99,30,73,Good,Low,4,No,"80,001+"
V964,Sedan,8,66574,94,1738,34,6.8,12.59,32,108,Worn,Medium,7,Yes,"80,001+"
V965,SUV,15,109594,105,2113,49,5.2,11.05,40,53,Moderate,Medium,12,No,"50,001–80,000"
V966,Truck,8,63856,110,2110,40,18.8,12.2,38,40,Critical,High,9,Yes,"10,001–25,000"
V967,Sedan,10,126684,102,2431,27,15.1,12.17,42,78,Moderate,Low,1,No,"50,001–80,000"
V968,SUV,7,98342,101,2169,25,18.9,11.38,45,51,Critical,Low,9,No,"10,001–25,000"
V969,SUV,13,195754,98,1932,26,16.7,11.79,38,58,Critical,Medium,10,No,"25,001–50,000"
V970,Hatchback,13,184460,105,1884,28,12.9,12.0,32,37,Good,Medium,9,No,"25,001–50,000"
V971,SUV,1,133655,87,1804,22,18.8,11.79,37,105,Moderate,Medium,5,Yes,"80,001+"
V972,Sedan,8,159832,93,2342,35,10.5,12.57,41,55,Worn,Low,10,No,"80,001+"
V973,Hatchback,1,199719,87,2606,49,6.9,11.77,43,63,Good,High,3,No,"80,001+"
V974,Hatchback,4,164796,109,1620,49,15.8,12.68,34,62,Worn,Low,6,Yes,"80,001+"
V975,SUV,1,141722,101,2055,23,6.3,12.06,33,39,Worn,High,8,Yes,"25,001–50,000"
V976,Hatchback,1,49182,93,2442,45,9.5,12.75,43,80,Critical,Medium,8,Yes,"80,001+"
V977,SUV,11,139811,100,1503,41,6.0,12.91,41,75,Critical,Medium,6,Yes,"50,001–80,000"
V978,Truck,10,130559,106,2897,41,11.1,11.71,40,105,Critical,Low,8,Yes,"50,001–80,000"
V979,Sedan,2,89796,85,2217,25,9.0,11.42,30,87,Good,Low,10,No,"50,001–80,000"
V980,Sedan,14,11688,103,2925,30,6.4,11.1,31,30,Worn,Low,7,No,"50,001–80,000"
V981,SUV,10,103659,101,2205,26,9.8,11.86,36,105,Worn,Low,10,No,"25,001–50,000"
V982,Sedan,8,123692,103,2327,31,6.7,11.44,32,32,Critical,Low,8,Yes,"50,001–80,000"
V983,Truck,5,165552,97,2967,42,17.8,11.07,38,64,Moderate,Low,9,Yes,"80,001+"
V984,Sedan,3,113011,108,1926,41,13.3,12.31,35,58,Moderate,Medium,7,Yes,"80,001+"
V985,Sedan,12,189011,85,1749,49,15.8,11.97,42,90,Worn,Medium,8,Yes,"80,001+"
V986,Truck,15,105971,101,2882,24,14.1,11.25,40,70,Worn,High,7,Yes,"10,001–25,000"
V987,Sedan,12,30813,95,1929,29,6.8,11.92,34,80,Good,Low,6,No,"50,001–80,000"
V988,Truck,1,120887,92,1669,36,10.3,12.5,32,64,Moderate,Medium,12,Yes,"80,001+"
V989,SUV,8,84463,93,2949,48,17.2,12.07,33,54,Moderate,Low,6,Yes,"80,001+"
V990,Truck,5,11609,94,1597,30,13.0,12.22,43,63,Critical,Medium,10,No,"50,001–80,000"
V991,Truck,10,131916,91,1911,21,11.8,11.17,42,93,Good,Low,2,No,"80,001+"
V992,Hatchback,15,121025,108,1522,45,13.7,11.16,38,41,Worn,Medium,12,No,"50,001–80,000"
V993,Sedan,7,10911,98,2847,22,11.9,11.89,36,49,Worn,Low,6,No,"80,001+"
V994,Hatchback,13,128403,95,1818,38,10.7,12.83,42,65,Worn,Low,10,No,"80,001+"
V995,Sedan,1,96642,104,1747,24,15.3,12.3,33,98,Critical,Low,1,No,"25,001–50,000"
V996,SUV,8,170608,94,2603,39,15.7,11.96,37,73,Worn,Low,8,No,"80,001+"
V997,Hatchback,8,25614,104,2950,45,10.2,11.13,43,34,Moderate,High,6,Yes,"50,001–80,000"
V998,Sedan,9,45583,108,2501,25,8.9,11.57,30,55,Critical,High,6,Yes,"10,001–25,000"
V999,SUV,11,161090,100,2829,32,10.3,11.61,41,109,Moderate,Medium,5,No,"80,001+"
V1000,Hatchback,9,130217,99,2661,41,14.9,11.12,34,93,Critical,High,2,No,"50,001–80,000"
V1001,Truck,6,123570,105,2580,48,13.1,11.71,44,43,Critical,High,9,Yes,"10,001–25,000"
V1002,Hatchback,11,148017,92,2161,24,8.0,11.16,37,109,Critical,High,9,No,"10,001–25,000"
V1003,Hatchback,5,44126,95,2172,27,6.1,12.01,31,71,Moderate,Medium,12,Yes,"50,001–80,000"
V1004,Sedan,1,10067,100,2455,39,15.7,12.03,33,75,Good,High,3,No,"80,001+"
V1005,SUV,14,63534,90,1681,45,6.4,11.15,33,61,Critical,Medium,6,Yes,"50,001–80,000"
V1006,Sedan,13,74463,85,2539,24,5.7,12.06,36,99,Worn,Medium,12,Yes,"50,001–80,000"
V1007,Sedan,15,193966,93,1844,40,16.8,12.3,31,75,Worn,Low,3,Yes,"80,001+"
V1008,Sedan,8,114779,95,2376,22,5.1,11.81,32,46,Good,Low,10,No,"50,001–80,000"
V1009,Sedan,9,80937,91,1643,48,6.5,11.35,32,60,Good,Medium,9,No,"80,001+"
V1010,SUV,5,102317,86,2916,32,17.1,12.64,32,60,Good,Medium,8,No,"80,001+"
V1011,Hatchback,5,143719,85,2323,46,13.7,11.37,36,93,Good,Medium,3,No,"80,001+"
V1012,Sedan,13,46738,91,2163,22,11.7,11.34,35,70,Worn,High,8,Yes,"25,001–50,000"
V1013,Hatchback,3,179498,107,2715,23,19.3,11.88,45,73,Moderate,High,1,Yes,"25,001–50,000"
V1014,Hatchback,5,34309,101,1719,37,6.6,11.75,31,95,Worn,High,8,Yes,"50,001–80,000"
V1015,Sedan,1,74158,100,1863,21,6.4,11.31,42,43,Critical,High,11,Yes,"10,001–25,000"
V1016,Truck,8,139059,86,1882,27,10.5,12.52,30,93,Critical,Medium,10,No,"25,001–50,000"
V1017,Sedan,2,51715,103,1586,46,18.4,11.29,34,94,Critical,High,1,No,"25,001–50,000"
V1018,SUV,11,144091,107,1572,43,9.5,11.92,43,99,Moderate,High,12,No,"25,001–50,000"
V1019,Hatchback,12,91205,97,2788,26,15.3,12.87,31,91,Good,High,4,Yes,"25,001–50,000"
V1020,Hatchback,12,12291,85,2802,26,12.9,12.57,32,76,Critical,Medium,4,Yes,"25,001–50,000"
V1021,Sedan,4,46916,91,2566,34,18.6,12.76,39,31,Moderate,High,12,No,"50,001–80,000"
V1022,Sedan,13,172963,107,1841,29,16.5,11.66,42,53,Good,High,7,No,"10,001–25,000"
V1023,Hatchback,7,166265,106,2616,45,5.4,11.84,36,36,Moderate,Medium,5,Yes,"80,001+"
V1024,Sedan,1,179628,109,2716,44,15.5,11.04,37,82,Good,High,2,No,"50,001–80,000"
V1025,SUV,14,130220,86,1564,40,9.9,11.97,35,38,Good,High,2,No,"50,001–80,000"
V1026,SUV,12,185601,95,1695,34,17.7,11.74,35,91,Moderate,Medium,10,Yes,"80,001+"
V1027,SUV,11,121371,106,1528,21,19.9,11.73,44,35,Moderate,High,1,Yes,"10,001–25,000"
V1028,Sedan,12,98343,99,2885,25,16.3,11.27,39,38,Moderate,High,6,Yes,"25,001–50,000"
V1029,SUV,13,32630,104,1814,48,16.2,12.73,30,86,Critical,Low,6,No,"25,001–50,000"
V1030,Sedan,6,161632,94,1610,21,17.5,11.88,34,66,Moderate,Low,6,Yes,"80,001+"
V1031,SUV,2,128812,106,2922,36,5.3,12.74,39,71,Moderate,Medium,5,No,"80,001+"
V1032,Truck,4,76507,106,1713,24,7.4,12.86,41,62,Critical,Medium,3,Yes,"25,001–50,000"
V1033,SUV,6,57857,105,2318,30,19.4,11.08,33,77,Critical,High,4,Yes,"25,001–50,000"
V1034,SUV,3,185245,89,2057,20,9.8,12.42,33,92,Moderate,Medium,8,Yes,"80,001+"
V1035,Sedan,12,183946,102,2030,22,6.5,12.85,38,37,Critical,High,9,No,"0–10,000"
V1036,SUV,8,169552,105,2881,35,17.2,11.53,30,96,Good,Medium,11,No,"50,001–80,000"
V1037,SUV,6,105634,108,2182,26,12.5,11.24,31,72,Worn,High,5,Yes,"25,001–50,000"
V1038,Hatchback,3,136297,99,2151,32,17.4,11.7,33,31,Moderate,Medium,1,Yes,"80,001+"
V1039,SUV,5,21930,89,1673,35,12.3,11.32,34,87,Good,Low,4,No,"80,001+"
V1040,Hatchback,11,35663,92,1821,48,10.3,11.24,43,43,Moderate,High,8,No,"50,001–80,000"
V1041,SUV,2,157492,98,2589,47,13.6,11.25,45,45,Worn,High,3,No,"80,001+"
V1042,Sedan,13,141356,87,2654,41,5.2,12.6,37,72,Good,High,9,Yes,"50,001–80,000"
V1043,Hatchback,2,5211,105,2494,46,13.7,12.03,35,90,Good,Low,7,No,"80,001+"
V1044,Sedan,14,163220,92,2870,21,16.5,12.02,39,74,Moderate,High,10,No,"25,001–50,000"
V1045,Truck,3,26361,104,2656,34,5.8,12.92,34,89,Critical,Medium,4,No,"50,001–80,000"
V1046,Truck,10,52539,102,2967,46,5.7,11.55,41,92,Critical,High,12,No,"10,001–25,000"
V1047,Hatchback,8,26559,100,1795,40,6.3,12.52,33,104,Worn,Medium,3,No,"80,001+"
V1048,Sedan,9,46950,87,1659,29,5.5,12.53,32,37,Good,Low,12,Yes,"50,001–80,000"
V1049,Hatchback,12,5742,91,1934,35,9.2,11.89,45,32,Critical,High,6,No,"25,001–50,000"
V1050,Hatchback,9,194242,100,1599,49,9.1,12.78,38,56,Moderate,Medium,3,No,"80,001+"
V1051,SUV,7,185781,101,1521,27,13.2,11.66,31,62,Critical,Medium,10,Yes,"10,001–25,000"
V1052,Sedan,11,143969,106,1826,37,17.4,11.96,35,59,Worn,Low,12,No,"50,001–80,000"
V1053,SUV,7,99378,95,2195,44,11.9,12.84,45,75,Moderate,Medium,4,Yes,"80,001+"
V1054,SUV,11,36221,88,2188,22,15.5,11.56,36,41,Good,Medium,3,Yes,"50,001–80,000"
V1055,SUV,3,70367,105,2846,27,16.6,12.0,37,101,Good,High,12,No,"10,001–25,000"
V1056,SUV,15,92078,105,2676,35,14.6,12.57,39,55,Moderate,High,12,No,"25,001–50,000"
V1057,Sedan,7,193550,88,1831,34,17.1,12.83,32,107,Good,High,12,No,"50,001–80,000"
V1058,Sedan,13,88174,100,2362,46,7.8,12.84,32,34,Worn,Low,7,Yes,"80,001+"
V1059,Sedan,14,14116,97,2338,34,5.1,11.52,43,78,Critical,Medium,9,No,"50,001–80,000"
V1060,Hatchback,14,126628,98,2768,36,19.6,12.34,34,53,Good,Medium,10,No,"80,001+"
V1061,Hatchback,8,71190,85,2662,29,7.9,11.27,41,44,Worn,Medium,12,Yes,"50,001–80,000"
V1062,Hatchback,5,110773,96,1913,28,9.6,12.3,36,50,Good,High,11,Yes,"25,001–50,000"
V1063,Sedan,1,5125,86,2921,47,7.6,11.19,42,110,Worn,High,7,No,"80,001+"
V1064,Truck,6,187188,100,2011,33,8.1,12.92,37,86,Worn,Medium,5,No,"80,001+"
V1065,SUV,12,68569,109,2530,43,18.8,12.44,33,104,Good,High,10,No,"25,001–50,000"
V1066,Truck,14,61339,91,2263,41,10.9,11.08,45,34,Good,Medium,9,Yes,"80,001+"
V1067,Sedan,5,95896,104,2567,29,11.4,11.1,36,90,Worn,Low,5,No,"50,001–80,000"
V1068,Sedan,12,175230,108,2694,48,8.1,11.45,43,94,Moderate,Medium,11,No,"50,001–80,000"
V1069,Sedan,15,42014,104,1694,40,17.6,11.17,45,84,Critical,Medium,2,No,"25,001–50,000"
V1070,Hatchback,1,5082,92,2643,31,17.8,12.61,39,47,Moderate,High,12,Yes,"50,001–80,000"
V1071,Truck,11,52491,107,1886,21,17.4,11.35,43,40,Critical,High,2,No,"0–10,000"
V1072,SUV,4,12947,85,1895,45,5.7,12.98,44,66,Moderate,Medium,2,Yes,"80,001+"
V1073,Truck,15,163090,86,1654,38,8.8,11.55,41,38,Critical,Medium,3,No,"50,001–80,000"
V1074,SUV,2,198970,107,1714,50,15.5,11.33,42,64,Moderate,Low,6,Yes,"80,001+"
V1075,Sedan,15,126821,91,2070,48,16.4,11.27,39,73,Critical,High,12,Yes,"25,001–50,000"
V1076,Truck,2,186380,101,2936,37,19.9,11.82,44,78,Moderate,Low,6,No,"80,001+"
V1077,Hatchback,7,101170,108,2270,41,5.6,12.01,40,67,Moderate,High,12,Yes,"25,001–50,000"
V1078,SUV,2,157570,92,2667,34,18.9,12.05,42,102,Good,Medium,9,Yes,"80,001+"
V1079,Truck,7,50531,90,2786,33,16.1,12.03,33,97,Worn,High,10,Yes,"50,001–80,000"
V1080,Sedan,13,143867,104,2650,44,16.7,11.82,30,54,Moderate,Low,1,Yes,"50,001–80,000"
V1081,SUV,6,40734,103,2668,45,7.2,12.96,34,70,Critical,Medium,8,No,"50,001–80,000"
V1082,SUV,9,77582,96,1735,42,10.8,11.79,31,46,Moderate,Medium,4,No,"80,001+"
V1083,Truck,4,142794,94,2102,38,15.2,11.5,38,54,Good,Low,12,No,"80,001+"
V1084,Truck,10,10175,102,2334,50,6.5,11.99,44,39,Critical,Medium,9,Yes,"25,001–50,000"
V1085,Hatchback,14,99571,85,2370,45,11.7,12.07,31,88,Moderate,Low,11,Yes,"80,001+"
V1086,Hatchback,15,61878,100,1886,33,12.0,11.09,39,68,Good,Medium,9,Yes,"80,001+"
V1087,Sedan,1,90462,88,2850,29,19.9,11.87,44,50,Good,High,7,Yes,"50,001–80,000"
V1088,Truck,8,26829,93,2146,29,19.2,11.74,36,50,Moderate,Medium,9,No,"50,001–80,000"
V1089,Truck,10,186352,92,2378,31,10.3,12.97,36,38,Good,Low,1,No,"80,001+"
V1090,SUV,4,38275,110,2201,44,14.5,11.45,43,99,Critical,Medium,6,Yes,"50,001–80,000"
V1091,Hatchback,4,149769,101,2783,35,13.2,12.71,42,34,Moderate,Low,2,Yes,"80,001+"
V1092,Hatchback,10,120334,100,2781,46,18.2,11.46,41,32,Critical,Low,11,No,"50,001–80,000"
V1093,Truck,14,193269,93,2421,39,16.5,12.27,44,76,Moderate,Medium,5,Yes,"80,001+"
V1094,Sedan,3,156129,93,1721,28,13.4,12.18,33,65,Critical,Medium,1,Yes,"50,001–80,000"
V1095,SUV,4,167630,96,2485,42,18.0,12.7,32,67,Good,Low,4,No,"80,001+"
V1096,Hatchback,13,157056,87,2101,45,11.0,11.62,40,92,Critical,Low,4,Yes,"50,001–80,000"
V1097,Sedan,3,57166,109,2984,28,19.4,11.44,40,107,Good,High,5,Yes,"25,001–50,000"
V1098,Hatchback,11,114056,100,1928,27,18.5,12.83,36,59,Good,Medium,11,Yes,"50,001–80,000"
V1099,Sedan,14,42214,91,2025,23,9.1,12.29,32,51,Good,Medium,4,Yes,"50,001–80,000"
V1100,Hatchback,11,114423,92,1507,32,11.6,11.29,39,66,Moderate,Medium,11,No,"80,001+"
V1101,Truck,6,156883,86,2694,41,18.3,12.77,34,81,Good,Medium,6,Yes,"80,001+"
V1102,Truck,13,149364,85,2235,21,14.1,11.65,33,85,Good,Low,12,No,"50,001–80,000"
V1103,SUV,1,162852,95,2950,29,8.9,11.82,38,31,Good,Medium,7,No,"80,001+"
V1104,Sedan,13,73460,93,1710,32,9.5,11.59,32,59,Good,High,9,Yes,"50,001–80,000"
V1105,Truck,15,34766,90,2110,34,16.5,12.04,31,92,Moderate,High,4,Yes,"50,001–80,000"
V1106,SUV,1,144111,101,2825,41,6.8,11.19,30,57,Critical,Low,2,No,"50,001–80,000"
V1107,Truck,9,85767,100,2200,39,8.1,12.69,33,82,Good,Low,11,Yes,"80,001+"
V1108,SUV,9,28036,95,2055,50,16.3,12.25,33,59,Moderate,Low,6,No,"80,001+"
V1109,SUV,5,52809,108,1617,48,6.4,11.24,40,70,Worn,High,5,Yes,"50,001–80,000"
V1110,SUV,9,97884,98,2284,26,8.5,11.51,38,36,Critical,High,3,No,"25,001–50,000"
V1111,Truck,3,73342,94,1862,47,15.6,12.21,45,95,Worn,Low,3,No,"80,001+"
V1112,Truck,4,13204,101,2903,21,19.2,11.58,39,41,Critical,High,12,Yes,"0–10,000"
V1113,Sedan,10,25297,92,2911,50,13.3,12.1,43,74,Good,Low,6,No,"80,001+"
V1114,SUV,1,177211,102,1526,30,20.0,12.24,42,87,Moderate,Low,6,Yes,"80,001+"
V1115,Hatchback,14,115015,89,2759,29,8.9,12.76,38,78,Moderate,Low,5,Yes,"50,001–80,000"
V1116,Hatchback,2,49075,89,1543,45,6.3,11.64,42,38,Worn,High,7,Yes,"80,001+"
V1117,Hatchback,13,57773,104,2315,31,7.8,11.08,44,108,Critical,Low,6,Yes,"25,001–50,000"
V1118,SUV,15,83339,110,1607,28,10.8,12.95,30,107,Good,High,2,No,"10,001–25,000"
V1119,Sedan,9,183801,94,2881,25,19.7,12.64,35,95,Moderate,High,11,No,"25,001–50,000"
V1120,SUV,13,182163,91,2481,29,18.2,12.32,45,85,Moderate,Medium,9,Yes,"50,001–80,000"
V1121,Truck,5,192680,101,1864,35,14.7,12.12,44,73,Good,Low,8,Yes,"80,001+"
V1122,Sedan,4,181913,89,2537,43,15.7,11.65,42,102,Critical,Low,8,Yes,"80,001+"
V1123,Sedan,12,23397,108,2243,29,9.5,12.95,36,44,Moderate,Low,4,No,"25,001–50,000"
V1124,Truck,1,88803,91,1793,27,17.8,11.1,30,71,Critical,Low,7,No,"50,001–80,000"
V1125,Sedan,13,110775,90,2303,48,7.4,12.89,36,46,Critical,High,1,Yes,"25,001–50,000"
V1126,Hatchback,3,158804,100,1905,45,14.1,12.86,35,98,Critical,Low,5,Yes,"80,001+"
V1127,Sedan,10,126706,95,2539,33,18.0,12.07,34,102,Critical,Medium,11,Yes,"50,001–80,000"
V1128,Sedan,15,151613,109,2081,39,17.4,12.67,30,30,Moderate,High,9,No,"25,001–50,000"
V1129,Truck,3,147174,106,1804,43,16.7,11.17,40,109,Good,Low,8,Yes,"80,001+"
V1130,Hatchback,2,136610,99,2247,36,8.6,12.05,33,101,Moderate,High,7,Yes,"80,001+"
V1131,Truck,14,188992,102,1517,28,13.4,12.08,30,99,Critical,High,12,No,"0–10,000"
V1132,Sedan,12,79292,103,1904,34,14.7,11.97,36,58,Worn,Low,12,Yes,"50,001–80,000"
V1133,Truck,3,18718,104,1937,49,14.1,12.02,44,60,Critical,High,12,No,"10,001–25,000"
V1134,Hatchback,15,174299,91,2138,25,5.3,11.08,44,65,Moderate,Medium,10,Yes,"50,001–80,000"
V1135,SUV,7,117751,92,2974,27,16.4,12.68,34,65,Worn,Medium,6,No,"80,001+"
V1136,Sedan,1,188688,90,2519,46,9.0,12.84,32,52,Good,Low,1,No,"80,001+"
V1137,Truck,13,121420,90,2226,38,9.9,11.73,42,47,Critical,Low,8,Yes,"50,001–80,000"
V1138,Hatchback,12,59124,95,2870,46,18.8,11.89,45,35,Worn,High,2,Yes,"50,001–80,000"
V1139,SUV,15,37848,105,2457,35,19.0,11.47,30,92,Critical,High,4,No,"10,001–25,000"
V1140,Truck,15,58522,91,2220,46,10.9,12.61,40,92,Moderate,Medium,12,Yes,"80,001+"
V1141,SUV,11,149749,101,2335,49,19.7,11.39,45,60,Worn,Medium,12,Yes,"50,001–80,000"
V1142,Hatchback,11,127857,103,2390,35,19.3,12.6,45,105,Critical,Medium,9,No,"25,001–50,000"
V1143,Truck,2,56421,94,2901,29,8.4,12.8,36,74,Critical,Medium,3,No,"50,001–80,000"
V1144,SUV,5,84992,106,2941,37,12.0,12.14,38,41,Good,High,4,No,"50,001–80,000"
V1145,Sedan,9,96391,93,1862,41,13.1,12.4,37,62,Good,Low,9,No,"80,001+"
V1146,Sedan,6,64813,104,1604,38,17.3,11.77,35,96,Worn,Low,12,Yes,"50,001–80,000"
V1147,Hatchback,14,55011,110,2288,37,9.6,12.12,38,33,Moderate,High,9,Yes,"25,001–50,000"
V1148,Truck,13,16603,105,2396,32,6.3,12.1,41,110,Critical,Medium,4,Yes,"25,001–50,000"
V1149,Sedan,8,83684,88,2198,47,16.3,11.74,40,34,Critical,Low,11,No,"50,001–80,000"
V1150,Hatchback,1,72270,102,2742,30,7.4,11.0,34,62,Moderate,Medium,4,No,"80,001+"
V1151,Sedan,12,155364,106,2354,46,6.9,11.96,44,70,Worn,Low,2,Yes,"50,001–80,000"
V1152,Hatchback,2,46707,85,1722,26,16.7,11.7,42,58,Good,Medium,10,Yes,"50,001–80,000"
V1153,SUV,8,134797,95,2350,25,8.4,12.88,39,48,Moderate,High,1,Yes,"50,001–80,000"
V1154,SUV,11,72923,96,2785,20,15.8,11.47,42,45,Critical,Low,11,No,"25,001–50,000"
V1155,Truck,10,49963,106,1785,35,7.5,12.66,41,73,Good,High,3,No,"50,001–80,000"
V1156,Hatchback,2,156382,101,2333,26,6.8,12.64,34,83,Moderate,Low,12,Yes,"25,001–50,000"
V1157,Sedan,8,162149,93,2977,35,10.2,12.67,45,41,Critical,Low,7,Yes,"80,001+"
V1158,Hatchback,11,74445,102,2294,47,16.5,12.42,31,62,Good,High,8,Yes,"25,001–50,000"
V1159,Hatchback,1,164109,95,2955,25,6.2,12.61,38,30,Good,High,6,No,"50,001–80,000"
V1160,SUV,6,11273,92,1787,35,10.8,12.86,30,80,Critical,High,2,No,"50,001–80,000"
V1161,Hatchback,11,78394,90,2840,33,7.0,12.71,31,109,Moderate,Low,4,No,"80,001+"
V1162,Hatchback,8,6092,100,1770,38,8.7,12.82,36,50,Critical,Medium,8,Yes,"80,001+"
V1163,Sedan,4,44171,88,1855,27,6.9,12.91,39,59,Good,High,12,Yes,"25,001–50,000"
V1164,Truck,13,30295,99,2048,24,11.7,11.42,34,53,Critical,Low,7,Yes,"25,001–50,000"
V1165,Sedan,5,83012,92,2127,29,12.9,12.49,42,79,Worn,Medium,6,Yes,"80,001+"
V1166,Truck,1,100101,104,1537,34,8.1,11.7,30,75,Good,Medium,1,Yes,"80,001+"
V1167,Hatchback,9,190058,88,2004,36,15.3,11.28,40,94,Critical,Low,11,Yes,"50,001–80,000"
V1168,Sedan,3,86130,100,2108,24,12.2,11.06,39,71,Critical,Low,7,Yes,"50,001–80,000"
V1169,Sedan,5,78440,102,1629,45,9.0,12.5,35,54,Moderate,Low,6,Yes,"80,001+"
V1170,SUV,15,123564,96,2970,45,12.2,11.82,31,85,Moderate,Medium,2,Yes,"80,001+"
V1171,SUV,3,25078,101,2016,37,13.3,12.99,37,32,Moderate,Medium,10,No,"50,001–80,000"
V1172,Hatchback,9,36039,92,2901,36,10.4,11.08,41,47,Worn,High,4,Yes,"80,001+"
V1173,Hatchback,12,35584,101,2415,44,12.1,12.36,43,100,Moderate,Low,6,Yes,"50,001–80,000"
V1174,Truck,12,193836,96,2445,32,19.8,11.03,34,91,Critical,Low,10,No,"50,001–80,000"
V1175,Truck,14,85710,97,2552,43,14.2,11.22,41,60,Moderate,Medium,9,Yes,"80,001+"
V1176,Truck,13,106017,106,2738,41,7.3,11.7,44,92,Moderate,High,10,No,"25,001–50,000"
V1177,SUV,15,100882,92,2878,49,12.0,11.38,45,57,Worn,Low,6,No,"80,001+"
V1178,Truck,9,61552,97,1714,26,11.4,12.22,39,110,Worn,High,11,Yes,"25,001–50,000"
V1179,Truck,4,148707,105,2053,47,5.1,11.3,32,40,Critical,Low,12,Yes,"25,001–50,000"
V1180,Sedan,8,125671,107,1799,22,15.6,12.77,30,53,Worn,High,8,No,"25,001–50,000"
V1181,Truck,3,123001,102,2716,23,15.1,12.23,36,58,Good,High,8,No,"25,001–50,000"
V1182,Truck,15,108370,95,2930,31,10.4,11.37,38,46,Good,High,8,Yes,"50,001–80,000"
V1183,SUV,2,72599,96,1907,43,9.0,11.88,40,93,Worn,Medium,8,No,"80,001+"
V1184,SUV,10,144952,102,2427,27,7.6,11.06,42,70,Good,Medium,5,No,"50,001–80,000"
V1185,Truck,5,176297,86,2455,33,10.2,11.36,40,41,Good,High,4,Yes,"80,001+"
V1186,Hatchback,11,180897,105,1692,27,6.6,11.51,36,64,Critical,Medium,6,No,"10,001–25,000"
V1187,SUV,8,144606,93,2651,20,16.6,11.31,43,90,Good,Medium,4,No,"80,001+"
V1188,Truck,4,162781,85,2151,33,17.2,12.08,44,62,Moderate,Low,1,No,"80,001+"
V1189,Sedan,1,95064,94,1604,45,12.7,12.48,43,51,Good,High,3,Yes,"80,001+"
V1190,SUV,13,11669,91,1594,49,16.9,11.38,38,92,Critical,Low,9,Yes,"50,001–80,000"
V1191,Sedan,13,199888,106,1753,47,10.5,11.26,30,97,Worn,High,2,Yes,"25,001–50,000"
V1192,Truck,11,184933,97,1972,33,14.6,12.94,34,56,Critical,Low,4,Yes,"50,001–80,000"
V1193,Hatchback,2,56290,85,2459,31,17.1,12.08,38,58,Moderate,High,11,No,"50,001–80,000"
V1194,Truck,12,109801,102,1528,27,14.2,11.55,42,76,Moderate,High,8,No,"10,001–25,000"
V1195,Hatchback,7,172727,90,2249,21,10.4,11.84,45,34,Worn,Low,11,No,"50,001–80,000"
V1196,Sedan,6,95832,97,2544,34,15.6,11.55,33,45,Worn,Medium,5,No,"80,001+"
V1197,SUV,15,81178,99,2691,36,8.1,12.38,37,62,Critical,High,4,No,"25,001–50,000"
V1198,Truck,3,119149,96,1985,28,6.0,12.6,34,92,Good,Low,10,Yes,"50,001–80,000"
V1199,Sedan,4,70613,108,2646,49,5.7,12.25,37,68,Worn,High,4,No,"50,001–80,000"
V1200,Hatchback,1,47263,91,2436,50,16.8,11.99,36,46,Moderate,High,11,No,"50,001–80,000"
V1201,Hatchback,14,68772,86,1529,35,17.9,12.32,30,43,Good,Low,5,Yes,"80,001+"
V1202,Sedan,12,47926,104,1593,42,19.0,12.15,32,100,Moderate,High,6,No,"25,001–50,000"
V1203,Truck,1,62382,96,2679,44,7.5,11.37,35,81,Critical,Medium,1,No,"80,001+"
V1204,SUV,1,131232,96,1995,22,8.8,11.54,33,52,Critical,Medium,6,Yes,"50,001–80,000"
V1205,Sedan,3,40517,85,1838,20,16.2,11.58,39,61,Worn,Low,4,No,"80,001+"
V1206,Truck,4,172522,107,1936,40,9.3,12.52,32,51,Good,Medium,9,Yes,"50,001–80,000"
V1207,Hatchback,15,68584,93,2407,41,16.8,11.28,39,71,Critical,Medium,6,Yes,"50,001–80,000"
V1208,Truck,14,184678,103,2716,37,8.3,11.37,41,110,Moderate,Medium,1,Yes,"50,001–80,000"
V1209,SUV,3,101956,86,2330,26,13.7,11.92,38,59,Good,Low,6,Yes,"80,001+"
